gene_id	c_exc_s	c_inc_s	c_missing	c_het_calls	c_stop_codon	c_unq_h
PF3D7_1143300	3265	21160	712	2553	0	103
PF3D7_1220000	4446	19979	1355	3091	0	95
PF3D7_1212000	907	23518	301	606	0	52
PF3D7_1458800	6375	18050	1691	4683	1	557
PF3D7_0113900	7122	17303	1825	5292	5	87
PF3D7_1442400	10428	13997	2647	7778	3	1617
PF3D7_0609300	12961	11464	8483	4477	1	470
PF3D7_0501900	3910	20515	871	3039	0	99
PF3D7_0310900	4261	20164	1294	2966	1	285
PF3D7_1301500	2031	22394	982	1013	36	104
PF3D7_1033600	9675	14750	5778	3897	0	401
PF3D7_1355900	3003	21422	928	2072	3	267
PF3D7_1405800	7156	17269	779	6377	0	707
PF3D7_0925600	911	23514	321	590	0	10
PF3D7_1214900	1865	22560	449	1416	0	33
PF3D7_1332800	2457	21968	1650	807	0	21
PF3D7_0931700	9085	15340	5013	4072	0	322
PF3D7_0106500	13324	11101	6181	7143	0	1182
PF3D7_0828500	2526	21899	923	1603	0	90
PF3D7_0918700	10780	13645	5264	5512	4	812
PF3D7_1348600	2358	22067	1356	1002	0	86
PF3D7_0711000	9631	14794	2733	6898	0	345
PF3D7_0611800	17717	6708	14318	3399	0	1165
PF3D7_0509800	16602	7823	12108	4494	0	526
PF3D7_0620100	304	24121	65	239	0	19
PF3D7_1426700	8296	16129	3188	5107	1	250
PF3D7_0501500	4417	20008	3314	1103	0	60
PF3D7_1477300	5875	18550	1849	4026	0	174
PF3D7_1361600	4072	20353	995	3077	0	56
PF3D7_1302500	12994	11431	7660	5310	24	1251
PF3D7_1445900	3070	21355	870	2199	1	39
PF3D7_1016700	8804	15621	2802	6001	1	991
PF3D7_1350200	1558	22867	1314	244	0	11
PF3D7_1144200	4034	20391	909	3125	0	236
PF3D7_0916200	10559	13866	5513	5046	0	496
PF3D7_0614900	6166	18259	665	5501	0	356
PF3D7_1320700	15651	8774	5872	5433	4346	1158
PF3D7_0106300	9562	14863	4198	5364	0	440
PF3D7_1303400	12826	11599	9202	3623	1	678
PF3D7_0108700	21452	2973	18094	3356	2	487
PF3D7_0811100	1433	22992	697	736	0	48
PF3D7_0220600	2058	22367	1112	946	0	55
PF3D7_1238900	5472	18953	1137	4335	0	155
PF3D7_1217700	15855	8570	8652	7203	0	279
PF3D7_1357200	5776	18649	3467	2306	3	267
PF3D7_1364600	11970	12455	7792	4178	0	370
PF3D7_1023100	21980	2445	20284	1696	0	411
PF3D7_0315000	1721	22704	1146	575	0	31
PF3D7_1205900	9511	14914	5446	4065	0	381
PF3D7_1402200	1336	23089	442	894	0	65
PF3D7_0415900	1889	22536	812	1077	0	12
PF3D7_0318700	2197	22228	76	2121	0	68
PF3D7_1421900	1071	23354	262	808	1	61
PF3D7_1356500	1320	23105	499	821	0	68
PF3D7_0319200	7087	17338	2230	4857	0	515
PF3D7_1242100	274	24151	158	116	0	24
PF3D7_0915900	1254	23171	106	1148	0	84
PF3D7_1464700	5059	19366	2976	2083	0	45
PF3D7_0724500	2090	22335	1152	938	0	103
PF3D7_1413100	5922	18503	439	5476	7	451
PF3D7_1213500	3442	20983	1063	2379	0	200
PF3D7_1302400	1295	23130	504	791	0	48
PF3D7_0314800	5213	19212	1126	4086	1	438
PF3D7_1329600	12228	12197	11527	701	0	89
PF3D7_1433800	17930	6495	12286	5643	1	1142
PF3D7_1025600	344	24081	149	195	0	13
PF3D7_0823900	2206	22219	1293	913	0	61
PF3D7_0520500	1122	23303	584	538	0	47
PF3D7_0204500	7276	17149	2705	4571	0	139
PF3D7_0911700	12883	11542	10260	2623	0	288
PF3D7_1224900	1409	23016	1160	249	0	14
PF3D7_0812300	5208	19217	2366	2841	1	108
PF3D7_1459100	6890	17535	3761	3129	0	424
PF3D7_1223300	7614	16811	5013	2601	0	264
PF3D7_1422000	1356	23069	1129	227	0	9
PF3D7_0211700	21173	3252	18309	2864	0	1289
PF3D7_0510000	15928	8497	13822	2106	0	164
PF3D7_0525800	2720	21705	805	1915	0	46
PF3D7_1412000	2206	22219	326	1879	1	83
PF3D7_1363800	8091	16334	4417	3673	1	258
PF3D7_1368800	12912	11513	6614	6293	5	1972
PF3D7_0209800	4744	19681	3344	1399	1	13
PF3D7_0312900	4197	20228	2704	1481	12	146
PF3D7_1107500	1625	22800	982	643	0	62
PF3D7_0817800	583	23842	365	218	0	14
PF3D7_0532500	8660	15765	966	7640	54	67
PF3D7_1411400	10463	13962	4714	5749	0	800
PF3D7_1422400	16327	8098	11162	5163	2	1938
PF3D7_1218600	6669	17756	4384	2285	0	119
PF3D7_1471200	6211	18214	3889	2322	0	51
PF3D7_0417900	9557	14868	3314	6243	0	564
PF3D7_0512500	5327	19098	2352	2975	0	221
PF3D7_1209100	4892	19533	529	4363	0	672
PF3D7_1319400	7717	16708	2157	5560	0	345
PF3D7_1251200	6767	17658	2065	4702	0	208
PF3D7_1136100	4231	20194	1742	2489	0	361
PF3D7_1325800	13794	10631	8890	4901	3	700
PF3D7_0917700	2578	21847	1211	1366	1	123
PF3D7_0215000	12689	11736	7110	5579	0	680
PF3D7_0323300	2485	21940	996	1487	2	146
PF3D7_0609900	15953	8472	12831	3122	0	476
PF3D7_1450200	1167	23258	540	627	0	53
PF3D7_0515600	11066	13359	6925	4141	0	436
PF3D7_0303700	4439	19986	1457	2982	0	198
PF3D7_1444800	3132	21293	1606	1526	0	57
PF3D7_0424600	6552	17873	1632	4919	1	125
PF3D7_0930700	2397	22028	1047	1350	0	120
PF3D7_1405400	8341	16084	3383	4957	1	721
PF3D7_1026900	1998	22427	951	1047	0	64
PF3D7_0724100	11335	13090	6842	4493	0	558
PF3D7_0722500	4183	20242	2544	1639	0	93
PF3D7_1463300	4077	20348	2519	1558	0	122
PF3D7_1129600	14756	9669	11242	3514	0	811
PF3D7_1231900	7021	17404	2168	4850	3	510
PF3D7_0814100	2419	22006	1957	462	0	16
PF3D7_0911300	13047	11378	7424	5622	1	2702
PF3D7_1226300	1256	23169	340	916	0	20
PF3D7_1454400	7640	16785	3157	4483	0	320
PF3D7_0808400	5907	18518	975	4932	0	69
PF3D7_1340700	7306	17119	6897	409	0	15
PF3D7_0403700	15721	8704	11903	3809	9	448
PF3D7_1411100	4698	19727	1099	3599	0	39
PF3D7_0726400	15819	8606	8715	7103	1	3220
PF3D7_0825300	639	23786	106	532	1	41
PF3D7_1137400	3167	21258	1230	1937	0	93
PF3D7_0513800	1202	23223	307	895	0	10
PF3D7_1318600	6154	18271	4194	1960	0	171
PF3D7_0935400	7526	16899	1237	6288	1	447
PF3D7_1326000	2063	22362	1471	591	1	39
PF3D7_1422800	6381	18044	1271	5110	0	190
PF3D7_0724000	11144	13281	2430	8713	1	747
PF3D7_0407600	12529	11896	7853	4676	0	735
PF3D7_1361800	15984	8441	13068	2916	0	523
PF3D7_1419700	5445	18980	1863	3582	0	180
PF3D7_1346600	1552	22873	738	814	0	97
PF3D7_1339600	4824	19601	298	4526	0	490
PF3D7_1324500	9184	15241	5809	3375	0	357
PF3D7_1352300	7877	16548	1682	6195	0	384
PF3D7_1461300	1305	23120	245	1060	0	1
PF3D7_1475900	14049	10376	9470	4579	0	2016
PF3D7_1337700	5253	19172	2505	2746	2	190
PF3D7_0217500	7436	16989	6305	1131	0	21
PF3D7_1135400	2991	21434	268	2723	0	47
PF3D7_0418500	5062	19363	1146	3916	0	25
PF3D7_1132700	2765	21660	2026	739	0	76
PF3D7_0903100	2097	22328	152	1945	0	65
PF3D7_1429000	2106	22319	528	1578	0	94
PF3D7_1321300	15772	8653	11268	4495	9	1789
PF3D7_1357400	8701	15724	3718	4983	0	739
PF3D7_1145000	6761	17664	2666	4095	0	430
PF3D7_1114500	2421	22004	521	1895	5	222
PF3D7_1473200	7576	16849	3051	4525	0	376
PF3D7_1336400	4358	20067	864	3494	0	38
PF3D7_1337500	24351	74	24309	42	0	35
PF3D7_0419400	17240	7185	12957	4280	3	1780
PF3D7_1351200	11468	12957	5479	5980	9	923
PF3D7_0629700	21349	3076	18762	2587	0	895
PF3D7_0915600	1635	22790	275	1360	0	158
PF3D7_0931900	1464	22961	757	707	0	65
PF3D7_1349300	15152	9273	10162	4924	66	702
PF3D7_1123800	8583	15842	3424	5159	0	450
PF3D7_1425300	3741	20684	2121	1620	0	105
PF3D7_1437400	8031	16394	3590	4441	0	488
PF3D7_1326800	1369	23056	269	1100	0	177
PF3D7_1236200	19560	4865	17391	2166	3	423
PF3D7_0827300	16827	7598	13553	3273	1	496
PF3D7_1425400	7975	16450	1895	6079	1	887
PF3D7_1410400	9461	14964	3121	6339	1	744
PF3D7_1308300	608	23817	393	215	0	6
PF3D7_0622500	3170	21255	750	2420	0	217
PF3D7_1431400	8545	15880	3506	5037	2	510
PF3D7_0619600	8098	16327	653	7445	0	1261
PF3D7_0716700	15212	9213	11346	3866	0	1764
PF3D7_0614100	12756	11669	7475	5281	0	882
PF3D7_1406400	4990	19435	3328	1662	0	178
PF3D7_1119100	4524	19901	1734	2789	1	98
PF3D7_0916300	3509	20916	1473	1997	39	51
PF3D7_1228500	2027	22398	1129	891	7	105
PF3D7_0929500	3464	20961	3038	426	0	34
PF3D7_1466100	7820	16605	4574	3245	1	173
PF3D7_1348300	9561	14864	4596	4965	0	599
PF3D7_1459700	2574	21851	992	1580	2	130
PF3D7_0922500	5193	19232	3777	1416	0	52
PF3D7_1131600	14822	9603	10294	4527	1	1409
PF3D7_1318800	5367	19058	2776	2591	0	44
PF3D7_0916400	15215	9210	9748	5464	3	3122
PF3D7_0827000	12404	12021	7858	4427	119	1452
PF3D7_0922600	7686	16739	2480	5206	0	71
PF3D7_1349400	6831	17594	3506	3317	8	144
PF3D7_0311200	11194	13231	6739	4455	0	771
PF3D7_1353800	1208	23217	354	854	0	34
PF3D7_1419800	3465	20960	1289	2176	0	120
PF3D7_1328800	1728	22697	1151	575	2	36
PF3D7_0613200	602	23823	189	413	0	13
PF3D7_0612500	2884	21541	2637	247	0	31
PF3D7_1439700	2559	21866	861	1698	0	103
PF3D7_0830700	1645	22780	638	1007	0	64
PF3D7_1362400	14144	10281	9008	5135	1	1201
PF3D7_0527100	1401	23024	928	473	0	8
PF3D7_0314100	2314	22111	1556	758	0	42
PF3D7_0500800	22907	1518	21235	1672	0	93
PF3D7_0104200	6656	17769	1165	5491	0	245
PF3D7_0624500	384	24041	41	343	0	6
PF3D7_0907500	2029	22396	1464	565	0	41
PF3D7_1035500	12188	12237	8489	3699	0	140
PF3D7_1352000	19386	5039	17333	2053	0	1031
PF3D7_1433900	11939	12486	3374	8558	7	1524
PF3D7_1251100	2082	22343	380	1702	0	109
PF3D7_0816500	1369	23056	799	570	0	17
PF3D7_0807100	11694	12731	4163	7531	0	774
PF3D7_1465600	6678	17747	2397	4281	0	263
PF3D7_1432800	6047	18378	2116	3930	1	356
PF3D7_1127900	4176	20249	1131	3044	1	136
PF3D7_0908900	22394	2031	19582	2812	0	491
PF3D7_0211300	2361	22064	1818	543	0	59
PF3D7_1206400	2037	22388	1297	739	1	120
PF3D7_0933300	10564	13861	4413	6151	0	512
PF3D7_1002100	14298	10127	12173	2125	0	84
PF3D7_1365600	5863	18562	3183	2677	3	356
PF3D7_1358400	2110	22315	1476	634	0	26
PF3D7_1212800	1946	22479	688	1231	27	103
PF3D7_1006400	5221	19204	2276	2945	0	408
PF3D7_1211600	18075	6350	13717	4358	0	1842
PF3D7_1221800	5891	18534	2955	2936	0	156
PF3D7_1427100	17185	7240	13862	3322	1	382
PF3D7_1205800	19825	4600	16553	3272	0	1378
PF3D7_0513900	1005	23420	335	670	0	96
PF3D7_1359600	16169	8256	12533	3636	0	1435
PF3D7_0904200	5629	18796	1688	3940	1	228
PF3D7_1136900	11106	13319	5723	5383	0	978
PF3D7_1368900	3896	20529	2370	1514	12	212
PF3D7_1115400	6523	17902	3229	3293	1	158
PF3D7_0622600	619	23806	365	254	0	15
PF3D7_0212000	5283	19142	1629	3654	0	68
PF3D7_1003700	12279	12146	7600	4679	0	619
PF3D7_0915800	3242	21183	268	2974	0	84
PF3D7_1466000	4905	19520	3458	1447	0	99
PF3D7_0507300	8297	16128	2944	5349	4	851
PF3D7_0919300	1237	23188	507	730	0	43
PF3D7_1325200	2236	22189	877	1359	0	7
PF3D7_0318000	3796	20629	3096	700	0	108
PF3D7_1004900	5476	18949	1651	3825	0	126
PF3D7_1226800	2612	21813	1938	674	0	64
PF3D7_0804900	8316	16109	1815	6501	0	222
PF3D7_1443500	4019	20406	1511	2508	0	334
PF3D7_0625700	335	24090	155	180	0	21
PF3D7_1206100	4602	19823	3534	1068	0	37
PF3D7_1230600	3649	20776	3296	353	0	24
PF3D7_1468700	4893	19532	4030	862	1	7
PF3D7_0615900	22262	2163	18512	3750	0	730
PF3D7_0102800	4016	20409	787	3229	0	253
PF3D7_0529200	22020	2405	18992	3028	0	220
PF3D7_0210600	3205	21220	2077	1128	0	81
PF3D7_0923100	2411	22014	535	1876	0	76
PF3D7_1211200	11154	13271	5005	6148	1	1206
PF3D7_1401400	1884	22541	200	1684	0	61
PF3D7_1115000	886	23539	328	558	0	45
PF3D7_0806700	24239	186	23951	288	0	126
PF3D7_0626300	5285	19140	2608	2677	0	117
PF3D7_1470700	3747	20678	403	3344	0	331
PF3D7_1331300	1996	22429	898	1098	0	23
PF3D7_1311300	4321	20104	2458	1863	0	62
PF3D7_0719800	4565	19860	2775	1790	0	62
PF3D7_0710100	8495	15930	2112	6383	0	241
PF3D7_0910100	8059	16366	5053	3006	0	137
PF3D7_1023000	3263	21162	740	2522	1	132
PF3D7_1006800	1930	22495	1217	712	1	28
PF3D7_1149400	6833	17592	505	6328	0	107
PF3D7_0810500	2246	22179	1016	1227	3	33
PF3D7_1402300	5051	19374	1955	3096	0	187
PF3D7_0518300	2136	22289	1583	553	0	33
PF3D7_1355300	3036	21389	2243	792	1	46
PF3D7_1402500	1093	23332	656	437	0	46
PF3D7_0213600	18486	5939	14874	3611	1	992
PF3D7_1456800	5242	19183	2145	3097	0	128
PF3D7_0807900	4558	19867	874	3684	0	62
PF3D7_1122800	12475	11950	8406	4069	0	530
PF3D7_1232400	6487	17938	1712	4765	10	230
PF3D7_0810800	6173	18252	1813	4360	0	88
PF3D7_0934000	5485	18940	2189	3295	1	173
PF3D7_1468500	4494	19931	3256	1238	0	15
PF3D7_1362700	24334	91	24166	168	0	53
PF3D7_1434300	3186	21239	2222	964	0	76
PF3D7_1321800	2059	22366	1390	669	0	68
PF3D7_1449100	6593	17832	1037	5556	0	801
PF3D7_1458200	1192	23233	418	771	3	73
PF3D7_0910000	9173	15252	2446	6727	0	1065
PF3D7_0608100	22052	2373	20092	1960	0	189
PF3D7_0512700	2652	21773	1368	1284	0	66
PF3D7_1130400	3593	20832	3006	586	1	31
PF3D7_0801000	24087	338	23451	634	2	60
PF3D7_1475500	9755	14670	7261	2494	0	307
PF3D7_0212300	7579	16846	7209	370	0	7
PF3D7_0208200	1411	23014	447	961	3	61
PF3D7_0930500	10788	13637	5211	5573	4	814
PF3D7_1140300	2252	22173	741	1511	0	107
PF3D7_0605600	15231	9194	11570	3661	0	1654
PF3D7_0221400	9366	15059	4349	4198	819	135
PF3D7_1327700	1206	23219	685	519	2	57
PF3D7_0729700	8844	15581	2054	6790	0	428
PF3D7_0705200	13334	11091	5611	7718	5	1461
PF3D7_0728700	4340	20085	690	3649	1	323
PF3D7_0931300	5165	19260	2486	2679	0	157
PF3D7_1208000	909	23516	524	384	1	32
PF3D7_1334700	2829	21596	2391	438	0	73
PF3D7_0524000	8829	15596	5831	2998	0	49
PF3D7_1007800	8062	16363	2540	5522	0	876
PF3D7_0815200	5246	19179	4335	911	0	40
PF3D7_1332100	4966	19459	1882	3075	9	284
PF3D7_1113300	2657	21768	1361	1296	0	59
PF3D7_0531100	11515	12910	4728	6775	12	2757
PF3D7_1454500	2406	22019	1977	429	0	40
PF3D7_0928500	2521	21904	1027	1491	3	65
PF3D7_0818200	2387	22038	1454	932	1	4
PF3D7_0629900	2325	22100	1258	1067	0	47
PF3D7_1421800	11269	13156	7530	3737	2	178
PF3D7_0516500	5188	19237	4522	666	0	65
PF3D7_0303800	5235	19190	2878	2356	1	209
PF3D7_0418900	4681	19744	1860	2819	2	143
PF3D7_1014400	3447	20978	1140	2307	0	48
PF3D7_0520400	3923	20502	324	3599	0	70
PF3D7_1135600	11955	12470	7515	4419	21	873
PF3D7_0708200	9095	15330	2738	6357	0	624
PF3D7_0623700	9369	15056	4319	5050	0	620
PF3D7_1443000	8733	15692	3768	4962	3	851
PF3D7_1357900	2769	21656	1636	1133	0	112
PF3D7_0831500	2015	22410	443	1565	7	134
PF3D7_0929100	2761	21664	1514	1247	0	110
PF3D7_1215400	6980	17445	3898	3082	0	258
PF3D7_0410400	2586	21839	1771	812	3	61
PF3D7_0306400	5193	19232	4102	1091	0	93
PF3D7_1328400	4300	20125	798	3502	0	297
PF3D7_0220300	3925	20500	1520	2399	6	33
PF3D7_0424400	20720	3705	18839	1598	283	1174
PF3D7_1341500	6651	17774	3691	2960	0	291
PF3D7_1246900	7765	16660	2692	5072	1	466
PF3D7_0929900	1908	22517	1353	555	0	62
PF3D7_1438000	4949	19476	1858	3091	0	184
PF3D7_0803300	2134	22291	517	1617	0	103
PF3D7_1463500	2628	21797	568	2059	1	36
PF3D7_1112900	2337	22088	914	1423	0	125
PF3D7_1346700	5976	18449	1747	4229	0	91
PF3D7_0824100	2671	21754	566	2105	0	239
PF3D7_0110200	2124	22301	1637	487	0	27
PF3D7_1453100	4073	20352	334	3739	0	393
PF3D7_1127300	1320	23105	619	701	0	81
PF3D7_1415700	2246	22179	1031	1214	1	67
PF3D7_1344400	4484	19941	1192	3288	4	408
PF3D7_1224400	5183	19242	1934	3249	0	193
PF3D7_1441900	858	23567	479	379	0	12
PF3D7_0418700	11057	13368	8234	2823	0	440
PF3D7_0813200	3491	20934	2202	1289	0	82
PF3D7_1013800	3911	20514	1177	2732	2	249
PF3D7_0724400	466	23959	284	182	0	8
PF3D7_0318800	2275	22150	842	1433	0	105
PF3D7_1431800	5426	18999	1973	3431	22	439
PF3D7_1108600	6643	17782	3956	2687	0	51
PF3D7_0622300	8373	16052	4158	4212	3	215
PF3D7_1112500	6194	18231	1848	4345	1	149
PF3D7_1035800	23307	1118	22967	340	0	43
PF3D7_0617300	1735	22690	1074	661	0	12
PF3D7_1309700	11315	13110	5211	6101	3	1830
PF3D7_1204100	19712	4713	16855	2857	0	778
PF3D7_1016800	5485	18940	725	4703	57	104
PF3D7_0513000	2430	21995	1856	574	0	40
PF3D7_1238000	1280	23145	1115	165	0	17
PF3D7_0910300	3037	21388	1457	1578	2	150
PF3D7_1129900	6385	18040	1851	4533	1	132
PF3D7_0501600	5523	18902	1458	4065	0	57
PF3D7_1420500	11524	12901	7587	3937	0	418
PF3D7_0622800	10461	13964	5431	5030	0	509
PF3D7_0320700	2525	21900	749	1776	0	46
PF3D7_1423800	22023	2402	21009	1014	0	215
PF3D7_1425900	2464	21961	1248	1215	1	72
PF3D7_0936200	4905	19520	795	4110	0	81
PF3D7_1038600	7620	16805	1780	5839	1	234
PF3D7_0822200	9817	14608	4028	5789	0	1329
PF3D7_0937100	13834	10591	1093	7040	5701	265
PF3D7_1360700	8201	16224	3348	4851	2	516
PF3D7_0524100	12577	11848	2723	9853	1	1100
PF3D7_1461400	4567	19858	742	3825	0	44
PF3D7_0517900	4373	20052	2880	1493	0	114
PF3D7_0923000	2294	22131	1175	1119	0	68
PF3D7_1013600	9274	15151	3455	5819	0	1240
PF3D7_1248900	3328	21097	2215	1112	1	41
PF3D7_1225700	6843	17582	2704	4139	0	527
PF3D7_0714400	1577	22848	496	1081	0	62
PF3D7_1357100	16417	8008	15674	743	0	4
PF3D7_1011200	2127	22298	1150	977	0	36
PF3D7_1402900	18522	5903	14791	3731	0	491
PF3D7_1244800	4880	19545	3873	1007	0	57
PF3D7_1368600	411	24014	80	331	0	13
PF3D7_0629600	1108	23317	514	594	0	72
PF3D7_0830800	16403	8022	11102	5268	33	2987
PF3D7_1303100	6723	17702	555	6167	1	194
PF3D7_1136800	2512	21913	1115	1397	0	75
PF3D7_1211700	6751	17674	5980	771	0	24
PF3D7_1432700	2242	22183	1709	532	1	10
PF3D7_0608700	3982	20443	2951	1031	0	35
PF3D7_0630000	4440	19985	1722	2718	0	78
PF3D7_0312000	3135	21290	2853	282	0	29
PF3D7_1471500	3022	21403	1619	1403	0	89
PF3D7_1024900	18194	6231	15865	2329	0	699
PF3D7_1244200	12513	11912	9598	2915	0	494
PF3D7_1329000	14908	9517	11171	3737	0	622
PF3D7_1215900	7320	17105	1044	6276	0	303
PF3D7_0406700	6207	18218	3169	3035	3	323
PF3D7_0810600	6398	18027	1422	4968	8	144
PF3D7_0811700	7708	16717	2184	5524	0	291
PF3D7_1115200	13289	11136	9982	3307	0	246
PF3D7_1214000	869	23556	488	381	0	35
PF3D7_1461200	688	23737	301	387	0	37
PF3D7_1323700	1204	23221	619	585	0	17
PF3D7_1149100	8203	16222	6738	1464	1	71
PF3D7_1356000	7606	16819	890	6697	19	1197
PF3D7_1028800	1542	22883	963	579	0	29
PF3D7_0828200	9084	15341	4340	4744	0	889
PF3D7_1223100	4245	20180	1204	3041	0	69
PF3D7_1425800	13272	11153	6234	7038	0	491
PF3D7_1017200	4431	19994	3304	1126	1	179
PF3D7_1475300	1783	22642	439	1344	0	76
PF3D7_0510200	7437	16988	3841	3596	0	185
PF3D7_1427900	3474	20951	821	2653	0	29
PF3D7_0530200	2246	22179	646	1600	0	151
PF3D7_1337100	3085	21340	2299	785	1	94
PF3D7_0517600	2824	21601	1067	1756	1	77
PF3D7_0726600	3506	20919	688	2818	0	348
PF3D7_1345600	5574	18851	2184	3390	0	262
PF3D7_0619500	9050	15375	2592	6458	0	722
PF3D7_0108800	4195	20230	3159	1036	0	63
PF3D7_0506800	10399	14026	6550	3849	0	453
PF3D7_1350600	5487	18938	588	4899	0	136
PF3D7_1039000	9194	15231	2752	6442	0	645
PF3D7_0303100	12505	11920	8097	4408	0	947
PF3D7_1442700	13587	10838	7983	5601	3	2142
PF3D7_1429400	23537	888	23022	515	0	336
PF3D7_0521000	4215	20210	1386	2829	0	281
PF3D7_1333900	21044	3381	18694	2350	0	281
PF3D7_0914700	4382	20043	839	3543	0	170
PF3D7_1436200	13049	11376	7429	5620	0	1560
PF3D7_1004600	9916	14509	3255	6661	0	780
PF3D7_1418000	1841	22584	1227	614	0	37
PF3D7_1134300	10142	14283	4449	5693	0	1691
PF3D7_0613800	23360	1065	22604	756	0	657
PF3D7_0603700	4742	19683	1912	2830	0	103
PF3D7_0703700	4656	19769	581	4075	0	178
PF3D7_0109700	4059	20366	754	3305	0	37
PF3D7_0820100	4053	20372	1802	2251	0	118
PF3D7_1030100	11716	12709	8176	3540	0	221
PF3D7_1304100	7260	17165	4050	3209	1	254
PF3D7_1335500	4379	20046	2413	1966	0	44
PF3D7_0511600	5795	18630	5040	755	0	46
PF3D7_1464900	7356	17069	4268	3088	0	111
PF3D7_0612000	1328	23097	1107	221	0	23
PF3D7_1137600	5977	18448	585	5392	0	540
PF3D7_1439400	2673	21752	1276	1397	0	52
PF3D7_0907900	1661	22764	927	734	0	73
PF3D7_1246700	4574	19851	1313	3261	0	214
PF3D7_0621400	6342	18083	2254	4088	0	282
PF3D7_0204000	6518	17907	2043	4469	6	388
PF3D7_1344200	6718	17707	3273	3445	0	382
PF3D7_1129100	8158	16267	2627	5530	1	448
PF3D7_0414900	6521	17904	3934	2587	0	15
PF3D7_1329300	4013	20412	2241	1772	0	86
PF3D7_1251500	7490	16935	3324	4164	2	367
PF3D7_1005000	7528	16897	2280	5247	1	544
PF3D7_0707300	20425	4000	17718	2707	0	642
PF3D7_0730400	1016	23409	488	528	0	11
PF3D7_0519400	4181	20244	954	3227	0	19
PF3D7_1038500	6977	17448	3183	3794	0	104
PF3D7_0609100	6040	18385	2022	4018	0	171
PF3D7_0209100	5055	19370	3001	2054	0	142
PF3D7_0506100	2886	21539	2388	498	0	46
