gene_id	c_exc_s	c_inc_s	c_missing	c_het_calls	c_stop_codon	c_unq_h
PF3D7_1324500	7682	16743	5809	1643	0	256
PF3D7_1403700	2544	21881	189	2347	0	74
PF3D7_1351600	5660	18765	3741	1919	0	91
PF3D7_1115900	2901	21524	2669	88	0	6
PF3D7_1423400	12737	11688	7867	4862	8	776
PF3D7_0317600	2701	21724	1398	1303	0	13
PF3D7_1231200	1601	22824	253	1348	0	148
PF3D7_1475100	8606	15819	2711	5895	0	1251
PF3D7_1352200	2366	22059	1047	1175	0	105
PF3D7_1327000	24369	56	24362	7	0	7
PF3D7_1123200	6389	18036	1892	4496	0	264
PF3D7_0703600	5002	19423	4844	18	0	3
PF3D7_0104100	10360	14065	4117	5856	0	1227
PF3D7_1347000	1514	22911	848	610	0	20
PF3D7_1237400	6175	18250	1647	4416	0	180
PF3D7_0320000	1024	23401	985	33	0	2
PF3D7_0612800	8743	15682	2739	6004	0	215
PF3D7_1128700	6954	17471	1403	5550	1	246
PF3D7_0108300	18637	5788	16040	2597	0	972
PF3D7_1038900	1727	22698	374	1310	43	37
PF3D7_1322800	1466	22959	1297	168	0	32
PF3D7_1034100	831	23594	681	144	0	6
PF3D7_0315700	4484	19941	2877	1607	0	160
PF3D7_1301700	2625	21800	1957	668	0	39
PF3D7_1327400	4026	20399	106	3920	0	115
PF3D7_0204700	7215	17210	3415	3800	0	41
PF3D7_1320900	889	23536	380	507	0	16
PF3D7_1220400	7358	17067	879	6478	1	347
PF3D7_0423900	4375	20050	2307	1949	26	79
PF3D7_1454100	1106	23319	978	121	0	16
PF3D7_1464800	6220	18205	6103	116	0	16
PF3D7_0408800	1295	23130	285	1009	1	97
PF3D7_0307500	7946	16479	5299	2647	0	106
PF3D7_1306300	5169	19256	3187	1819	0	315
PF3D7_0207700	15469	8956	12665	2642	0	255
PF3D7_0904700	438	23987	67	361	0	29
PF3D7_1408700	14047	10378	7863	6182	2	4137
PF3D7_0719000	1168	23257	844	324	0	46
PF3D7_0532500	5533	18892	966	4553	0	58
PF3D7_0706300	594	23831	179	414	0	59
PF3D7_1245000	2509	21916	390	2119	0	208
PF3D7_0614300	4933	19492	2341	2589	1	186
PF3D7_0411200	10454	13971	4247	6196	11	738
PF3D7_1241300	4783	19642	795	3988	0	229
PF3D7_1208900	8959	15466	3954	5005	0	431
PF3D7_0504900	675	23750	599	70	0	3
PF3D7_1474000	15164	9261	9718	5446	0	1868
PF3D7_0314900	3584	20841	1565	2019	0	184
PF3D7_1448700	5030	19395	1057	3972	1	262
PF3D7_0918800	4504	19921	921	3583	0	211
PF3D7_1319900	12741	11684	5690	7050	1	1317
PF3D7_0424600	6468	17957	1632	4834	1	94
PF3D7_1433200	8963	15462	2718	6244	1	904
PF3D7_0212300	7531	16894	7209	322	0	5
PF3D7_1466700	1989	22436	1853	56	0	7
PF3D7_0404500	7193	17232	1011	6179	3	263
PF3D7_1461700	899	23526	771	125	2	18
PF3D7_1200700	11479	12946	5477	6002	0	361
PF3D7_1345100	1058	23367	700	331	0	7
PF3D7_0518500	13725	10700	10834	2890	1	390
PF3D7_0827300	16840	7585	13553	3286	1	496
PF3D7_0203400	3458	20967	798	2660	0	23
PF3D7_0109800	2664	21761	1139	1525	0	190
PF3D7_0509400	20591	3834	10141	4431	6019	1415
PF3D7_1454800	2074	22351	793	1280	1	60
PF3D7_1121300	8807	15618	5545	3027	1	310
PF3D7_0914500	9661	14764	4045	5391	0	1082
PF3D7_1027800	3129	21296	2674	455	0	17
PF3D7_0630200	650	23775	576	66	0	9
PF3D7_0805300	7930	16495	3718	4211	1	508
PF3D7_0206500	17351	7074	14583	2768	0	507
PF3D7_1470700	3747	20678	403	3344	0	331
PF3D7_1401800	1869	22556	287	1580	2	69
PF3D7_0107900	1434	22991	398	1036	0	96
PF3D7_1122000	3334	21091	2398	935	0	83
PF3D7_1410400	9461	14964	3121	6339	1	744
PF3D7_0618800	6720	17705	1721	4697	0	249
PF3D7_1110200	10690	13735	5519	5095	0	439
PF3D7_0703100	1634	22791	686	947	1	42
PF3D7_1340500	6671	17754	961	5710	0	938
PF3D7_0931100	14385	10040	10679	3706	0	253
PF3D7_1006800	1566	22859	1217	346	0	23
PF3D7_1139200	3046	21379	1805	1235	0	133
PF3D7_1024500	936	23489	257	679	0	109
PF3D7_0923900	1504	22921	1369	110	0	4
PF3D7_0416300	8963	15462	6145	2818	0	300
PF3D7_1338100	2414	22011	867	1542	0	98
PF3D7_1314800	3696	20729	224	3469	1	39
PF3D7_0716700	15247	9178	11346	3901	0	1753
PF3D7_0807100	11699	12726	4163	7536	0	774
PF3D7_1476800	2773	21652	328	2389	56	135
PF3D7_0914200	2848	21577	2057	561	0	13
PF3D7_0911900	4442	19983	1484	2957	0	229
PF3D7_0605900	2068	22357	1877	182	0	13
PF3D7_0621200	1522	22903	994	525	3	30
PF3D7_0421700	16635	7790	5708	10909	2	2320
PF3D7_0814600	5380	19045	2129	3250	1	48
PF3D7_0411900	13308	11117	7413	5880	0	431
PF3D7_1004300	16560	7865	11716	4844	0	618
PF3D7_0512500	5136	19289	2352	2783	0	185
PF3D7_1027400	1794	22631	1614	180	0	9
PF3D7_0630600	8668	15757	2283	6283	1	177
PF3D7_1105100	395	24030	175	220	0	4
PF3D7_0937000	6053	18372	781	2847	2425	184
PF3D7_0730300	8421	16004	2278	6141	2	718
PF3D7_0904800	3450	20975	1144	2306	0	45
PF3D7_0313600	20148	4277	18692	1421	1	1024
PF3D7_1210500	3270	21155	1101	2168	1	214
PF3D7_0721500	10627	13798	5699	4924	4	385
PF3D7_1110800	1990	22435	1833	150	0	18
PF3D7_0932300	5467	18958	3144	2323	0	114
PF3D7_1406800	603	23822	208	385	0	8
PF3D7_1320300	4049	20376	708	3341	0	246
PF3D7_1325800	13827	10598	8890	4934	3	697
PF3D7_1243400	4034	20391	308	3726	0	308
PF3D7_1349300	15159	9266	10162	4931	66	702
PF3D7_0923000	2294	22131	1175	1119	0	68
PF3D7_0731300	1825	22600	1098	722	3	59
PF3D7_0813400	4094	20331	1626	2465	1	152
PF3D7_0512600	1986	22439	1872	113	0	1
PF3D7_1340300	11656	12769	6219	5437	0	412
PF3D7_1023000	3263	21162	740	2522	1	132
PF3D7_1413600	2856	21569	406	2394	0	207
PF3D7_1236200	19567	4858	17391	2173	3	423
PF3D7_0830900	4481	19944	558	3911	0	101
PF3D7_0529400	10339	14086	5924	4134	0	577
PF3D7_1349600	909	23516	233	666	0	41
PF3D7_1004200	12391	12034	4724	7643	2	2694
PF3D7_0321800	17195	7230	12562	4633	0	2874
PF3D7_0102700	7173	17252	2544	4628	1	114
PF3D7_1012600	5252	19173	2632	2620	0	195
PF3D7_1403900	1138	23287	315	823	0	49
PF3D7_1222900	3925	20500	2294	1624	0	163
PF3D7_0306100	4504	19921	712	3786	3	423
PF3D7_0713100	14169	10256	5292	8261	501	182
PF3D7_0506400	2698	21727	2600	96	1	8
PF3D7_1222000	4245	20180	1059	3186	0	269
PF3D7_1404600	6761	17664	6037	398	0	40
PF3D7_1138200	1340	23085	788	549	1	29
PF3D7_0604200	805	23620	692	112	0	10
PF3D7_1307100	10085	14340	6012	4073	0	471
PF3D7_1025100	16762	7663	13794	2959	9	143
PF3D7_1366100	714	23711	450	264	0	13
PF3D7_0316000	1809	22616	477	1331	1	97
PF3D7_1435000	4565	19860	3172	1393	0	169
PF3D7_0104400	6053	18372	4797	1256	0	132
PF3D7_1306100	1432	22993	545	887	0	72
PF3D7_1463000	721	23704	235	485	1	28
PF3D7_1358600	8024	16401	2031	5993	0	703
PF3D7_1104700	2666	21759	2629	29	0	1
PF3D7_0926200	120	24305	44	76	0	8
PF3D7_1251100	934	23491	380	529	0	66
PF3D7_0206000	11241	13184	6090	5146	5	865
PF3D7_1014300	12398	12027	8082	4316	0	918
PF3D7_1356600	2615	21810	1433	1182	0	51
PF3D7_0109950	4289	20136	3840	233	0	14
PF3D7_0709800	3906	20519	3056	850	0	13
PF3D7_1416400	4814	19611	3931	375	0	10
PF3D7_1447600	415	24010	227	69	0	10
PF3D7_1338700	5318	19107	1801	3516	1	212
PF3D7_0518300	1880	22545	1583	295	0	21
PF3D7_0106600	4999	19426	408	4591	0	137
PF3D7_1410600	2895	21530	1975	920	0	20
PF3D7_0210600	2642	21783	2077	547	0	29
PF3D7_1141900	6417	18008	431	5983	3	334
PF3D7_0924200	7801	16624	2298	5503	0	592
PF3D7_1331500	19152	5273	15912	3240	0	316
PF3D7_1344100	6632	17793	3069	3563	0	374
PF3D7_1440400	6721	17704	1743	4973	3	742
PF3D7_0710400	7445	16980	368	7077	0	274
PF3D7_0526300	4104	20321	3339	765	0	103
PF3D7_1421300	8097	16328	2253	5751	6	458
PF3D7_1313500	9475	14950	3395	5843	84	1156
PF3D7_1419600	3427	20998	2951	363	1	49
PF3D7_0216300	10095	14330	4475	5608	12	1277
PF3D7_0306800	6265	18160	5175	1090	0	59
PF3D7_1206900	5915	18510	2687	3222	1	310
PF3D7_0912200	5335	19090	1363	3972	0	232
PF3D7_1112500	6194	18231	1848	4345	1	149
PF3D7_0107600	14800	9625	10693	4102	5	943
PF3D7_1369700	1435	22990	1142	290	0	12
PF3D7_1308700	11864	12561	8959	2904	1	294
PF3D7_0823000	10149	14276	4792	5350	4	1101
PF3D7_1343800	15029	9396	9755	5272	2	3093
PF3D7_1243600	322	24103	292	30	0	3
PF3D7_1215100	5697	18728	1587	4110	0	391
PF3D7_0212400	20196	4229	17246	2849	0	1090
PF3D7_0824300	7152	17273	2196	4956	0	309
PF3D7_1462100	7888	16537	1995	5890	3	677
PF3D7_0731700	2730	21695	570	1901	259	74
PF3D7_0606300	470	23955	326	144	0	15
PF3D7_1001600	8129	16296	2978	5151	0	249
PF3D7_1038600	7509	16916	1780	5728	1	211
PF3D7_1114400	3823	20602	1955	1868	0	243
PF3D7_0624800	7037	17388	1759	5139	0	249
PF3D7_1237500	12805	11620	7362	5436	7	1079
PF3D7_1315700	4359	20066	541	3818	0	145
PF3D7_0106000	13227	11198	9069	4157	1	314
PF3D7_1102300	15510	8915	13328	2174	0	115
PF3D7_0217200	18371	6054	15799	2572	0	639
PF3D7_1149400	8710	15715	505	8205	0	92
PF3D7_0723400	9548	14877	4911	4634	3	800
PF3D7_0817200	12051	12374	6896	5153	2	393
PF3D7_1467200	9109	15316	5903	3206	0	328
PF3D7_1028600	682	23743	522	152	0	22
PF3D7_0903700	2426	21999	1695	731	0	7
PF3D7_1005500	10890	13535	5424	5463	3	731
PF3D7_0513200	20601	3824	17660	2941	0	1055
PF3D7_0709500	2476	21949	2069	390	0	17
PF3D7_0221000	11965	12460	5043	5320	1602	186
PF3D7_1324900	4323	20102	2947	1376	0	19
PF3D7_0515200	2127	22298	1803	324	0	51
PF3D7_0424800	4264	20161	982	3213	69	118
PF3D7_0215600	13369	11056	11363	2006	0	164
PF3D7_1440900	2814	21611	1832	743	0	22
PF3D7_1415600	7165	17260	1392	5773	0	1153
PF3D7_1142400	1658	22767	685	972	1	56
PF3D7_1301500	1824	22601	982	803	36	88
PF3D7_0212800	11843	12582	7310	4533	0	678
PF3D7_0711400	8282	16143	984	7298	0	508
PF3D7_0517100	11548	12877	3137	8411	0	143
PF3D7_1212800	1946	22479	688	1231	27	103
PF3D7_0103800	2399	22026	2330	46	0	2
PF3D7_1131000	11788	12637	6760	5028	0	130
PF3D7_1321000	6890	17535	4242	2648	0	204
PF3D7_1323700	849	23576	619	223	0	12
PF3D7_0529300	5492	18933	478	5014	0	98
PF3D7_0830700	1382	23043	638	743	0	51
PF3D7_1340800	964	23461	787	173	0	18
PF3D7_1009900	7874	16551	3479	4395	0	260
PF3D7_1342700	443	23982	368	75	0	2
PF3D7_1031500	10209	14216	8030	2141	0	345
PF3D7_0710200	24313	112	24264	49	0	57
PF3D7_0805400	398	24027	299	80	0	11
PF3D7_1344300	10051	14374	3143	6891	17	1086
PF3D7_0505600	1974	22451	381	1593	0	145
PF3D7_1460400	1557	22868	1184	151	0	12
PF3D7_1453600	8597	15828	3067	5528	1	1323
PF3D7_1325900	22370	2055	20514	1856	0	858
PF3D7_1403500	2768	21657	2403	37	0	6
PF3D7_1214000	750	23675	488	262	0	22
PF3D7_0524800	3295	21130	872	2420	1	259
PF3D7_1210900	4451	19974	2268	2180	0	95
PF3D7_1415500	9586	14839	5927	3654	0	476
PF3D7_0930900	1094	23331	487	606	0	49
PF3D7_1018600	14240	10185	8869	5371	0	1118
PF3D7_0303700	4439	19986	1457	2982	0	198
PF3D7_0214200	1729	22696	1388	341	0	28
PF3D7_0528200	7994	16431	5067	2925	2	68
PF3D7_1416000	2194	22231	1478	666	0	33
PF3D7_0807500	778	23647	523	254	0	10
PF3D7_1468200	2206	22219	484	1722	0	169
PF3D7_1428400	12356	12069	7057	5295	1	837
PF3D7_1404700	6253	18172	436	5817	0	227
PF3D7_1426400	3024	21401	2810	213	0	25
PF3D7_1128600	2619	21806	655	1964	0	277
PF3D7_0527600	8780	15645	8042	198	0	34
PF3D7_0413700	4643	19782	4369	274	0	27
PF3D7_1309500	1525	22900	473	1052	0	79
PF3D7_1005600	15530	8895	8339	5783	1408	558
PF3D7_1223700	570	23855	173	396	0	11
PF3D7_0607900	5181	19244	1676	3502	3	346
PF3D7_1403800	12152	12273	4381	7768	3	1182
PF3D7_0505900	1623	22802	1526	69	0	10
PF3D7_1328800	1728	22697	1151	575	2	36
PF3D7_1453500	9963	14462	6373	3590	0	234
PF3D7_0705200	13338	11087	5611	7722	5	1458
PF3D7_1023600	1797	22628	1220	438	0	44
PF3D7_1446200	5925	18500	4127	1797	1	126
PF3D7_1405700	9246	15179	6385	2861	0	410
PF3D7_1442400	10429	13996	2647	7779	3	1617
PF3D7_1353600	875	23550	673	202	0	3
PF3D7_0603600	10440	13985	4150	6208	0	1526
PF3D7_1229100	17185	7240	14393	2792	0	1236
PF3D7_1357800	3763	20662	3053	707	2	52
PF3D7_1459900	712	23713	120	592	0	49
PF3D7_1433600	2153	22272	271	1882	0	21
PF3D7_1432500	3353	21072	2204	1147	0	116
PF3D7_0506500	22530	1895	21312	1211	0	646
PF3D7_0929500	3338	21087	3038	299	0	24
PF3D7_1021200	7989	16436	5010	2979	0	263
PF3D7_1208100	14156	10269	8308	5847	0	2660
PF3D7_1037700	718	23707	649	68	0	5
PF3D7_1435800	4371	20054	1311	3060	0	198
PF3D7_1455700	7798	16627	4911	2807	4	269
PF3D7_1451700	1643	22782	1602	38	0	3
PF3D7_1033600	9679	14746	5778	3901	0	401
PF3D7_0310300	17780	6645	13443	4337	0	285
PF3D7_1219800	135	24290	91	44	0	5
PF3D7_1462300	9679	14746	4927	4752	0	472
PF3D7_1009300	3976	20449	2082	1894	0	211
PF3D7_1357700	8139	16286	4227	3869	0	672
PF3D7_1438700	1779	22646	1673	16	0	2
PF3D7_1005400	3711	20714	1216	2495	0	188
PF3D7_1446900	2147	22278	1111	1010	0	72
PF3D7_1475900	14049	10376	9470	4579	0	2016
PF3D7_0935500	5894	18531	1640	4249	0	76
PF3D7_1474400	17712	6713	15566	1296	0	123
PF3D7_0310700	807	23618	621	186	0	8
PF3D7_1129500	5514	18911	1792	3715	4	265
PF3D7_1441400	2768	21657	1246	1522	0	81
PF3D7_1412600	5568	18857	970	4598	0	168
PF3D7_1349100	4797	19628	1018	3767	1	16
PF3D7_0807300	2562	21863	1578	980	0	1
PF3D7_1117700	765	23660	535	229	0	2
PF3D7_1366700	5482	18943	364	5118	0	392
PF3D7_1107200	5011	19414	2484	1448	0	106
PF3D7_0801600	679	23746	126	553	0	26
PF3D7_1251600	7022	17403	987	6035	0	780
PF3D7_1235100	2296	22129	316	1980	0	9
PF3D7_1342500	6035	18390	1707	3851	0	66
PF3D7_0727900	9692	14733	3914	5777	1	1477
PF3D7_0924400	14174	10251	10691	3480	0	679
PF3D7_1142000	4318	20107	325	3993	0	436
PF3D7_1440700	5877	18548	1089	4788	0	321
PF3D7_0103600	12756	11669	4433	8321	2	3694
PF3D7_0920600	9752	14673	4201	5551	0	718
PF3D7_1127100	835	23590	109	726	0	43
PF3D7_1430800	1148	23277	550	598	0	22
PF3D7_1348900	815	23610	461	353	1	60
PF3D7_0927600	5602	18823	1379	4216	7	378
PF3D7_0707200	17682	6743	13153	4525	4	1202
PF3D7_0522800	899	23526	532	365	0	12
PF3D7_1466300	8837	15588	4756	4081	0	338
PF3D7_0407200	617	23808	529	47	0	8
PF3D7_1439300	10514	13911	4125	6389	0	1081
PF3D7_1304100	6244	18181	4050	2122	1	197
PF3D7_1354800	4505	19920	1924	2581	0	324
PF3D7_1227600	10512	13913	5327	5185	0	571
PF3D7_1117100	5161	19264	1161	4000	0	132
PF3D7_0910800	6143	18282	2334	3808	1	184
PF3D7_1352100	6468	17957	1563	4905	0	521
PF3D7_1124400	628	23797	303	317	0	32
PF3D7_1457900	16935	7490	10868	6066	1	2321
PF3D7_0519800	6525	17900	5415	977	0	100
PF3D7_0323500	2952	21473	2682	239	0	28
PF3D7_1211900	11193	13232	6456	4736	1	462
PF3D7_1458500	9391	15034	3025	6362	4	1488
PF3D7_0825400	1247	23178	1025	220	0	18
PF3D7_1340900	11480	12945	9243	2237	0	122
PF3D7_1128200	1493	22932	1182	311	0	17
PF3D7_1458700	2458	21967	1338	1107	13	39
PF3D7_1104600	6670	17755	1895	4775	0	527
PF3D7_1020700	10214	14211	7331	2882	0	336
PF3D7_1124200	2794	21631	1871	903	0	93
PF3D7_1233400	5290	19135	2746	1955	500	141
PF3D7_1364400	18689	5736	14568	4120	1	1254
PF3D7_0615800	10572	13853	4082	6218	260	350
PF3D7_1350600	4754	19671	588	4153	0	97
PF3D7_0508500	20067	4358	15675	4392	0	682
PF3D7_1309000	1882	22543	394	1483	5	107
PF3D7_1429300	6880	17545	5850	97	0	4
PF3D7_1120600	22750	1675	22111	639	0	457
PF3D7_0906300	2056	22369	221	1831	4	272
PF3D7_0914000	14948	9477	10417	4529	2	1358
PF3D7_1421500	530	23895	435	94	0	12
PF3D7_1338900	9697	14728	3855	5841	1	580
PF3D7_1243000	1521	22904	287	1234	0	108
PF3D7_1321700	13132	11293	9034	4095	0	402
PF3D7_1147500	9610	14815	4904	4705	1	616
PF3D7_0722400	3910	20515	3585	325	0	22
PF3D7_1364100	9189	15236	2913	6276	0	824
PF3D7_1409600	8889	15536	2881	6008	0	690
PF3D7_0411700	1991	22434	201	1789	1	86
PF3D7_0109850	3825	20600	2575	680	0	64
PF3D7_0409700	1823	22602	1530	283	0	39
PF3D7_0702600	1026	23399	56	965	5	36
PF3D7_1248700	16052	8373	11652	4400	0	2000
PF3D7_0415800	14386	10039	5284	8849	253	872
PF3D7_0803000	5278	19147	711	4567	0	426
