gene_id	c_exc_s	c_inc_s	c_missing	c_het_calls	c_stop_codon	c_unq_h
PF3D7_0802700	6059	34031	4287	1772	0	172
PF3D7_1367100	7895	32195	5670	2225	0	198
PF3D7_1443700	3882	36208	527	3355	0	21
PF3D7_1127900	6927	33163	2413	4513	1	164
PF3D7_0509300	2125	37965	1077	1048	0	38
PF3D7_0823500	8416	31674	5945	2471	0	215
PF3D7_1436800	1520	38570	543	974	3	41
PF3D7_0709400	16716	23374	8995	7721	0	850
PF3D7_1411700	9074	31016	1991	7083	0	573
PF3D7_0520700	10288	29802	965	9309	14	607
PF3D7_0904300	20301	19789	11122	9177	2	2706
PF3D7_0604300	15433	24657	6584	8848	1	822
PF3D7_1123700	3903	36187	3289	614	0	62
PF3D7_0803000	8572	31518	1638	6934	0	553
PF3D7_0315600	10125	29965	4956	5169	0	271
PF3D7_0805800	5676	34414	209	5437	30	206
PF3D7_1102800	3502	36588	961	2541	0	35
PF3D7_0711400	12793	27297	1926	10866	1	638
PF3D7_0925800	27511	12579	24033	3478	0	884
PF3D7_1029600	8169	31921	5981	2188	0	80
PF3D7_1340800	2094	37996	1437	646	11	37
PF3D7_0210500	13735	26355	7727	6008	0	645
PF3D7_1113000	23586	16504	16230	7341	15	5734
PF3D7_1019800	31021	9069	28661	2356	4	191
PF3D7_0418000	31650	8440	24745	6904	1	3592
PF3D7_1238500	37097	2993	35358	1725	14	1032
PF3D7_1022200	8419	31671	1547	6872	0	177
PF3D7_0510000	16647	23443	13514	3133	0	238
PF3D7_1417600	29688	10402	23256	6427	5	2714
PF3D7_1333400	8729	31361	2543	6181	5	92
PF3D7_0524900	34850	5240	32940	1910	0	202
PF3D7_0418800	4959	35131	4230	728	1	43
PF3D7_1235700	11839	28251	11102	737	0	45
PF3D7_1124500	7232	32858	1035	6197	0	272
PF3D7_0602400	11759	28331	9066	2693	0	189
PF3D7_1350800	2657	37433	937	1720	0	128
PF3D7_1327300	22508	17582	16430	6077	1	1400
PF3D7_1235600	10360	29730	5691	4669	0	42
PF3D7_0303000	8869	31221	5115	3684	70	286
PF3D7_1209000	1675	38415	695	980	0	83
PF3D7_0512500	8767	31323	4655	4112	0	255
PF3D7_1426900	617	39473	246	371	0	13
PF3D7_1023100	36169	3921	33780	2389	0	545
PF3D7_1404500	9040	31050	6002	3038	0	214
PF3D7_1020500	5034	35056	1873	3161	0	235
PF3D7_0624300	2941	37149	1176	1765	0	75
PF3D7_1026200	19071	21019	14481	4574	16	262
PF3D7_1328300	3164	36926	1679	1485	0	87
PF3D7_1348100	3957	36133	3130	827	0	81
PF3D7_1018800	8062	32028	2846	5216	0	436
PF3D7_0909000	12893	27197	6898	5995	0	534
PF3D7_0715600	12070	28020	8265	3805	0	121
PF3D7_1430000	6319	33771	652	5667	0	123
PF3D7_0804900	9508	30582	1036	8471	1	271
PF3D7_1116800	11234	28856	7391	3842	1	104
PF3D7_0724100	18291	21799	11968	6322	1	725
PF3D7_1129300	16867	23223	8404	8463	0	1673
PF3D7_1453300	816	39274	493	323	0	12
PF3D7_0625000	2920	37170	1514	1406	0	55
PF3D7_1016900	8470	31620	419	8051	0	62
PF3D7_0923500	17239	22851	15299	1940	0	58
PF3D7_0516200	1354	38736	1069	284	1	13
PF3D7_1318900	11508	28582	2784	8723	1	603
PF3D7_1359900	25868	14222	18292	7576	0	1727
PF3D7_0210100	3719	36371	3534	184	1	11
PF3D7_0935300	1737	38353	1217	520	0	17
PF3D7_0714400	3324	36766	1787	1537	0	67
PF3D7_0509200	7611	32479	5581	2030	0	130
PF3D7_0703900	35133	4957	31893	3239	1	3220
PF3D7_1249300	20014	20076	13802	6212	0	634
PF3D7_0415000	7797	32293	1377	6420	0	44
PF3D7_1467600	39113	977	38093	1012	8	253
PF3D7_1437500	4781	35309	481	4300	0	131
PF3D7_1206400	3280	36810	2087	1193	0	159
PF3D7_1140600	16665	23425	7377	9287	1	1728
PF3D7_0521700	10659	29431	8535	2123	1	290
PF3D7_0527300	5825	34265	1135	4689	1	108
PF3D7_0721800	770	39320	367	402	1	15
PF3D7_1401100	12064	28026	2766	9297	1	509
PF3D7_1204600	8564	31526	6446	2118	0	177
PF3D7_0420200	12578	27512	1765	10813	0	581
PF3D7_1407600	21650	18440	14220	7428	2	2538
PF3D7_0312400	6208	33882	4938	1270	0	53
PF3D7_0828000	2847	37243	814	2032	1	108
PF3D7_0806300	21513	18577	15183	6330	0	326
PF3D7_1145100	10578	29512	5696	4882	0	433
PF3D7_0512800	36722	3368	35707	1015	0	408
PF3D7_0803300	3396	36694	1051	2344	1	133
PF3D7_1402800	26141	13949	18829	7310	2	2007
PF3D7_0616300	1562	38528	603	959	0	82
PF3D7_1208000	1324	38766	755	568	1	43
PF3D7_1126800	13382	26708	4209	9151	22	1580
PF3D7_0307400	3558	36532	657	2898	3	138
PF3D7_1005400	6250	33840	2154	4096	0	238
PF3D7_1125300	17868	22222	12652	5216	0	422
PF3D7_0729900	26749	13341	21654	5095	0	796
PF3D7_1402700	9226	30864	3629	5597	0	331
PF3D7_1474700	7392	32698	1625	5766	1	668
PF3D7_0623300	11615	28475	4224	7391	0	66
PF3D7_0408500	15945	24145	13314	2627	4	204
PF3D7_1231100	3646	36444	2124	1522	0	9
PF3D7_0520500	2170	37920	1446	724	0	52
PF3D7_0620600	6265	33825	336	5928	1	180
PF3D7_0207600	30584	9506	28068	2480	36	605
PF3D7_1224200	7973	32117	5024	2948	1	173
PF3D7_0616200	6617	33473	3658	2959	0	159
PF3D7_0903600	11365	28725	2979	8384	2	490
PF3D7_0603500	4054	36036	3010	1044	0	49
PF3D7_0319500	8390	31700	6285	2099	6	143
PF3D7_1413800	4598	35492	869	3729	0	127
PF3D7_1330800	11149	28941	6927	4221	1	331
PF3D7_0424900	9268	30822	1235	8031	2	179
PF3D7_0828200	14522	25568	7750	6772	0	1132
PF3D7_0518300	2976	37114	2281	695	0	40
PF3D7_0208000	14480	25610	6190	8288	2	571
PF3D7_0726500	27369	12721	18743	8626	0	2263
PF3D7_1413400	7718	32372	2296	5422	0	405
PF3D7_0902800	14051	26039	8970	5074	7	545
PF3D7_0916400	21885	18205	11305	10572	8	5405
PF3D7_1113400	4147	35943	1765	2382	0	105
PF3D7_1422900	9120	30970	655	8465	0	144
PF3D7_0827800	32580	7510	23124	9456	0	2203
PF3D7_1458600	12547	27543	2993	9554	0	1388
PF3D7_0110000	6981	33109	1668	5313	0	106
PF3D7_1466500	2497	37593	787	1710	0	73
PF3D7_0320300	10619	29471	9882	737	0	48
PF3D7_1425200	2381	37709	994	1386	1	105
PF3D7_1316500	10057	30033	6380	3677	0	455
PF3D7_0913400	2320	37770	1678	642	0	41
PF3D7_0215700	15329	24761	11527	3802	0	141
PF3D7_0304400	1555	38535	1330	225	0	4
PF3D7_1017600	25333	14757	19428	5899	6	686
PF3D7_1145000	7618	32472	3078	4540	0	467
PF3D7_1306500	18238	21852	6904	11334	0	5251
PF3D7_1227900	19476	20614	12657	6819	0	368
PF3D7_0919600	5978	34112	4667	1310	1	187
PF3D7_1106200	6796	33294	2750	4045	1	382
PF3D7_0621000	7564	32526	3126	4438	0	347
PF3D7_0114700	19237	20853	2990	11404	4843	701
PF3D7_1477700	8844	31246	1025	6196	1623	166
PF3D7_1244600	3983	36107	278	3705	0	65
PF3D7_1252900	2038	38052	1108	906	24	65
PF3D7_1102500	15718	24372	7239	8478	1	507
PF3D7_1009200	12297	27793	2664	9630	3	699
PF3D7_1143900	11731	28359	6454	5276	1	175
PF3D7_1363100	11990	28100	6846	5143	1	669
PF3D7_1113600	13924	26166	6510	7414	0	339
PF3D7_1145900	6138	33952	3268	2869	1	247
PF3D7_1308700	14287	25803	9332	4955	0	405
PF3D7_0708600	4741	35349	4243	497	1	69
PF3D7_1306800	3786	36304	265	3515	6	235
PF3D7_1119600	17130	22960	12052	5078	0	411
PF3D7_1038400	40074	16	40070	4	0	0
PF3D7_0418100	19007	21083	10225	8779	3	1049
PF3D7_1448800	2764	37326	685	2079	0	106
PF3D7_1129100	13198	26892	4911	8286	1	550
PF3D7_0209300	3298	36792	1818	1480	0	67
PF3D7_1223200	5794	34296	3803	1991	0	73
PF3D7_1004300	25275	14815	18500	6775	0	834
PF3D7_0603300	11248	28842	9560	1688	0	145
PF3D7_0810200	7525	32565	2014	5505	6	257
PF3D7_0605100	5925	34165	3500	2425	0	187
PF3D7_1320000	12380	27710	2829	9551	0	1013
PF3D7_1412500	5563	34527	1233	4328	2	13
PF3D7_1144500	2096	37994	846	1250	0	106
PF3D7_0215600	19420	20670	16474	2946	0	196
PF3D7_1106800	27678	12412	21938	5740	0	1469
PF3D7_0316400	12215	27875	7779	4436	0	469
PF3D7_1105900	3720	36370	518	3202	0	71
PF3D7_1360200	5529	34561	1488	4041	0	76
PF3D7_1313400	8106	31984	1415	6691	0	502
PF3D7_1022000	15177	24913	6870	8307	0	642
PF3D7_0312500	9085	31005	2399	6682	4	353
PF3D7_0507800	37670	2420	36431	1238	1	765
PF3D7_0111000	18538	21552	11600	6937	1	983
PF3D7_0422200	24733	15357	15594	9102	37	6564
PF3D7_0219700	8670	31420	1291	7374	5	163
PF3D7_1343400	15780	24310	9081	6698	1	681
PF3D7_1406700	938	39152	405	530	3	40
PF3D7_0512700	3932	36158	2597	1334	1	76
PF3D7_0309300	33190	6900	31926	1263	1	127
PF3D7_0817800	737	39353	424	313	0	18
PF3D7_0928100	12203	27887	7174	5029	0	268
PF3D7_0512100	3162	36928	1472	1690	0	41
PF3D7_1413900	2736	37354	1358	1378	0	39
PF3D7_1476700	3098	36992	1479	1617	2	144
PF3D7_1019100	34394	5696	29663	4728	3	1261
PF3D7_1132100	11444	28646	2572	8871	1	1077
PF3D7_0628200	31577	8513	27850	3727	0	920
PF3D7_1233050	2386	37704	2250	136	0	12
PF3D7_1140200	15178	24912	7460	7716	2	463
PF3D7_0707400	7842	32248	4422	3420	0	115
PF3D7_1439900	3339	36751	952	2387	0	76
PF3D7_1203600	2425	37665	1245	1180	0	62
PF3D7_1121300	15851	24239	8597	7253	1	549
PF3D7_0716600	21080	19010	15167	5913	0	148
PF3D7_1009100	10072	30018	1694	8370	8	538
PF3D7_0407400	845	39245	86	759	0	64
PF3D7_0103700	11778	28312	3200	8578	0	432
PF3D7_1417200	24726	15364	16752	7938	36	2883
PF3D7_1029100	17069	23021	9172	7896	1	1112
PF3D7_1037700	1161	38929	763	398	0	10
PF3D7_1010100	7558	32532	5302	2256	0	146
PF3D7_1037600	13932	26158	9709	4223	0	122
PF3D7_0105200	4073	36017	2122	1950	1	160
PF3D7_0604600	13389	26701	6048	7339	2	1120
PF3D7_1221000	35738	4352	32883	2855	0	990
PF3D7_1443000	14370	25720	6842	7528	0	1112
PF3D7_0520300	3676	36414	3002	673	1	17
PF3D7_0823200	3512	36578	697	2815	0	31
PF3D7_0720100	4333	35757	1262	3071	0	158
PF3D7_0705800	2623	37467	1432	1187	4	72
PF3D7_1350900	11960	28130	6489	5471	0	210
PF3D7_1030500	9516	30574	2883	6631	2	121
PF3D7_0930700	3774	36316	1959	1815	0	126
PF3D7_0933700	3954	36136	3280	674	0	54
PF3D7_1211700	12619	27471	11572	1047	0	38
PF3D7_1123200	10058	30032	3040	7018	0	333
PF3D7_0206900	6036	34054	845	5191	0	68
PF3D7_0306800	11533	28557	10048	1484	1	73
PF3D7_1461000	25452	14638	19606	5845	1	127
PF3D7_1359800	2023	38067	662	1361	0	69
PF3D7_0903200	3046	37044	1054	1991	1	16
PF3D7_1232800	5017	35073	2450	2566	1	52
PF3D7_1445800	15718	24372	9085	6633	0	623
PF3D7_0521400	7688	32402	4560	3124	4	190
PF3D7_1340500	11155	28935	2183	8972	0	1254
PF3D7_1133100	26142	13948	22680	3462	0	396
PF3D7_0323800	6688	33402	2298	4384	6	261
PF3D7_1358300	3663	36427	2259	1404	0	105
PF3D7_0821400	2077	38013	1100	977	0	52
PF3D7_0917700	4093	35997	2391	1701	1	127
PF3D7_1030600	12918	27172	10156	2762	0	230
PF3D7_1458900	2223	37867	443	1780	0	174
PF3D7_1309200	10517	29573	5117	5399	1	466
PF3D7_1117700	1356	38734	989	367	0	4
PF3D7_1109900	3185	36905	1534	1651	0	33
PF3D7_0820400	5341	34749	1154	4185	2	312
PF3D7_1124000	11368	28722	6326	5041	1	81
PF3D7_1309900	2402	37688	831	1571	0	150
PF3D7_0624400	7065	33025	978	6087	0	376
PF3D7_1135500	3076	37014	1818	1242	16	146
PF3D7_1427700	4174	35916	2127	2047	0	10
PF3D7_1456700	3960	36130	1253	2707	0	116
PF3D7_1109100	18896	21194	9045	9851	0	2226
PF3D7_1325900	35090	5000	31294	3796	0	1296
PF3D7_0936300	18891	21199	11783	6952	156	310
PF3D7_0614100	20245	19845	11882	8363	0	1043
PF3D7_1353600	1627	38463	1145	482	0	10
PF3D7_0618300	1881	38209	725	1156	0	16
PF3D7_0726800	968	39122	537	431	0	20
PF3D7_0707200	24903	15187	16277	8620	6	2424
PF3D7_1432000	8718	31372	5764	2954	0	158
PF3D7_0923000	4030	36060	2388	1642	0	87
PF3D7_0516500	9032	31058	8201	829	2	76
PF3D7_0411300	9697	30393	4641	5056	0	451
PF3D7_1462900	11022	29068	4040	6982	0	883
PF3D7_0722400	6865	33225	6362	503	0	27
PF3D7_1103800	25892	14198	18023	7867	2	2394
PF3D7_0210800	9977	30113	589	9388	0	369
PF3D7_1360900	4423	35667	3378	1045	0	25
PF3D7_0218500	826	39264	280	546	0	14
PF3D7_1430900	2163	37927	1086	1077	0	29
PF3D7_1349300	24747	15343	17639	6992	116	1023
PF3D7_0804300	36108	3982	33241	2866	1	357
PF3D7_0902200	6736	33354	2758	3978	0	219
PF3D7_1231400	18457	21633	12660	5797	0	737
PF3D7_0511100	5639	34451	5407	232	0	24
PF3D7_1444000	9754	30336	8131	1623	0	150
PF3D7_0929700	5407	34683	2765	2641	1	151
PF3D7_1249200	2419	37671	518	1901	0	132
PF3D7_1306700	5033	35057	1175	3851	7	292
PF3D7_1427000	14409	25681	8481	5928	0	541
PF3D7_1139500	7986	32104	4555	3431	0	218
