gene_id	c_exc_s	c_inc_s	c_missing	c_het_calls	c_stop_codon	c_unq_h
PF3D7_1252200	1059	23367	133	926	0	40
PF3D7_1328000	11704	12722	4929	6775	0	825
PF3D7_1128600	2619	21807	655	1964	0	277
PF3D7_0824700	5435	18991	1627	3807	1	289
PF3D7_0313400	16762	7664	10944	5818	0	532
PF3D7_1362400	14171	10255	9009	5161	1	1200
PF3D7_0524700	582	23844	113	469	0	28
PF3D7_0905600	8676	15750	2214	6462	0	1197
PF3D7_1109900	2261	22165	1112	1149	0	31
PF3D7_0103000	2971	21455	1173	1798	0	110
PF3D7_0318200	15067	9359	10843	4224	0	1297
PF3D7_1147000	17655	6771	12480	5169	6	2030
PF3D7_1002300	2644	21782	189	2455	0	105
PF3D7_1335100	7404	17022	809	6595	0	389
PF3D7_1124100	12964	11462	6733	6231	0	1501
PF3D7_0208500	1457	22969	442	1015	0	55
PF3D7_1350400	5878	18548	3003	2873	2	259
PF3D7_1216100	1776	22650	557	1218	1	85
PF3D7_1203700	4644	19782	2970	1674	0	19
PF3D7_1119500	3995	20431	2810	1178	7	54
PF3D7_0627000	501	23925	88	413	0	59
PF3D7_1434800	1477	22949	1142	334	1	27
PF3D7_0402000	10673	13753	5111	5561	1	537
PF3D7_0312900	4197	20229	2704	1481	12	146
PF3D7_1434600	6315	18111	1059	5255	1	252
PF3D7_1456200	7610	16816	4337	3273	0	354
PF3D7_0903000	1204	23222	93	1111	0	65
PF3D7_0931400	2088	22338	1275	813	0	62
PF3D7_1205000	10187	14239	4340	5847	0	394
PF3D7_1309900	1540	22886	414	1126	0	145
PF3D7_1006900	2373	22053	1954	419	0	32
PF3D7_0519700	1532	22894	852	680	0	49
PF3D7_0106400	1192	23234	551	628	13	68
PF3D7_0203800	3043	21383	1867	1174	2	81
PF3D7_1460700	1467	22959	820	643	4	28
PF3D7_1321400	3613	20813	2683	926	4	80
PF3D7_0415400	1382	23044	988	394	0	31
PF3D7_1125900	2403	22023	2284	118	1	11
PF3D7_0511500	21337	3089	19113	2223	1	1248
PF3D7_1406600	8140	16286	2524	5615	1	704
PF3D7_1367600	3658	20768	796	2862	0	75
PF3D7_1022100	1340	23086	485	855	0	56
PF3D7_0214900	17743	6683	12979	4764	0	417
PF3D7_1141000	13681	10745	6872	6808	1	465
PF3D7_0310700	835	23591	621	214	0	15
PF3D7_1316200	2404	22022	997	1406	1	54
PF3D7_1401700	14240	10186	8303	5937	0	271
PF3D7_1453100	4074	20352	334	3740	0	393
PF3D7_1444400	7612	16814	5022	2590	0	279
PF3D7_1414100	7970	16456	2836	5129	5	505
PF3D7_0527000	10260	14166	8754	1505	1	144
PF3D7_0603600	10750	13676	4150	6600	0	2361
PF3D7_0310100	4225	20201	1961	2264	0	75
PF3D7_1319700	8131	16295	2648	5482	1	232
PF3D7_1355700	5994	18432	1744	4249	1	698
PF3D7_1141300	7540	16886	1405	6134	1	536
PF3D7_1222300	5489	18937	4399	1090	0	87
PF3D7_1019600	14165	10261	9429	4696	40	1037
PF3D7_0724500	2091	22335	1152	939	0	103
PF3D7_0312000	3135	21291	2853	282	0	29
PF3D7_1209200	1477	22949	1086	385	6	37
PF3D7_0607100	4703	19723	2639	2064	0	206
PF3D7_1202700	6810	17616	2021	4789	0	226
PF3D7_1132300	1190	23236	684	506	0	23
PF3D7_0920900	3851	20575	373	3472	6	271
PF3D7_1212100	3888	20538	1129	2759	0	216
PF3D7_1304300	2261	22165	712	1549	0	99
PF3D7_0725300	16802	7624	14458	2341	3	248
PF3D7_0321500	14199	10227	8469	5727	3	901
PF3D7_1408800	2678	21748	941	1718	19	118
PF3D7_1442000	1568	22858	923	645	0	25
PF3D7_1136800	2513	21913	1115	1398	0	75
PF3D7_0521600	1113	23313	740	372	1	32
PF3D7_0936000	17481	6945	675	5591	11215	56
PF3D7_0418900	4688	19738	1860	2820	8	143
PF3D7_1003700	12291	12135	7600	4691	0	619
PF3D7_1303500	16705	7721	8754	7949	2	1148
PF3D7_0517600	2824	21602	1067	1756	1	77
PF3D7_0628600	4338	20088	1369	2969	0	61
PF3D7_0819000	14049	10377	10208	3841	0	589
PF3D7_1016800	5490	18936	725	4708	57	104
PF3D7_0915300	5285	19141	2272	3009	4	466
PF3D7_0409900	8098	16328	3633	4465	0	98
PF3D7_1026300	9665	14761	4933	4727	5	541
PF3D7_1225900	6482	17944	3016	3465	1	224
PF3D7_1128000	16742	7684	13723	3018	1	663
PF3D7_1347800	3135	21291	2189	937	9	93
PF3D7_1240100	4048	20378	2698	1350	0	52
PF3D7_1359500	1997	22429	375	1621	1	160
PF3D7_1131500	1443	22983	103	1340	0	103
PF3D7_0510000	15931	8495	13823	2106	2	164
PF3D7_1445800	9685	14741	5236	4439	10	502
PF3D7_0917900	8259	16167	6267	1992	0	36
PF3D7_1475600	6189	18237	764	5425	0	269
PF3D7_1215700	8799	15627	3628	5171	0	1141
PF3D7_0930600	5239	19187	1853	3384	2	227
PF3D7_1337500	24355	71	24310	45	0	33
PF3D7_0909100	7184	17242	836	6347	1	793
PF3D7_1343100	2825	21601	360	2464	1	120
PF3D7_1240000	5724	18702	3805	1919	0	126
PF3D7_1116500	1907	22519	1010	897	0	34
PF3D7_0405800	535	23891	198	337	0	28
PF3D7_0719000	1166	23260	844	322	0	46
PF3D7_1017600	19452	4974	15613	3837	2	488
PF3D7_0730000	1354	23072	1101	253	0	23
PF3D7_1131000	11789	12637	6760	5029	0	130
PF3D7_1452000	18373	6053	14804	3569	0	858
PF3D7_0318400	5589	18837	2313	3272	4	304
PF3D7_1147700	949	23477	347	602	0	35
PF3D7_0411000	13614	10812	7218	6396	0	858
PF3D7_0806200	11272	13154	6684	4576	12	189
PF3D7_0111800	4120	20306	1728	2389	3	172
PF3D7_1148900	2374	22052	199	2175	0	10
PF3D7_1457500	2618	21808	1324	1294	0	97
PF3D7_0307800	11510	12916	9364	2146	0	142
PF3D7_0723100	4199	20227	2572	1626	1	138
PF3D7_0804600	3930	20496	1466	2456	8	188
PF3D7_0323300	2485	21941	996	1487	2	146
PF3D7_0304700	11036	13390	2280	7558	1198	397
PF3D7_0924800	885	23541	545	340	0	30
PF3D7_1224500	560	23866	124	436	0	28
PF3D7_1411900	2921	21505	246	2675	0	105
PF3D7_1315300	1927	22499	456	1471	0	154
PF3D7_1003900	1962	22464	486	1476	0	146
PF3D7_1302050	1327	23099	910	395	22	44
PF3D7_1438100	2552	21874	1594	958	0	41
PF3D7_0709200	8546	15880	5313	3233	0	105
PF3D7_1226300	1256	23170	340	916	0	20
PF3D7_0525000	6894	17532	1191	5703	0	544
PF3D7_1404800	12156	12270	6609	5546	1	941
PF3D7_0206500	17352	7074	14583	2769	0	507
PF3D7_1312700	5247	19179	1419	3828	0	243
PF3D7_0509200	4365	20061	3012	1353	0	117
PF3D7_1236000	3335	21091	179	3156	0	178
PF3D7_1470700	3747	20679	403	3344	0	331
PF3D7_0816700	2682	21744	2388	290	4	29
PF3D7_1223500	12372	12054	6409	5963	0	1616
PF3D7_0612500	2884	21542	2637	247	0	31
PF3D7_1322800	1611	22815	1297	314	0	50
PF3D7_1421100	13850	10576	8952	4898	0	1322
PF3D7_1475500	9756	14670	7261	2495	0	307
PF3D7_0608900	9476	14950	3962	5514	0	703
PF3D7_1408500	1775	22651	701	1074	0	122
PF3D7_1475300	1784	22642	439	1345	0	76
PF3D7_1106500	21696	2730	19633	2063	0	414
PF3D7_1002200	9047	15379	2805	6228	14	388
PF3D7_0423400	6273	18153	2466	3806	1	130
PF3D7_0621300	9847	14579	4476	5371	0	493
PF3D7_1031900	8359	16067	3677	4682	0	260
PF3D7_1212000	908	23518	301	606	1	52
PF3D7_0706300	638	23788	179	449	10	65
PF3D7_0211400	2474	21952	1854	620	0	58
PF3D7_1412300	840	23586	548	292	0	4
PF3D7_0316100	1686	22740	393	1292	1	90
PF3D7_1130000	10506	13920	6039	4442	25	678
PF3D7_0321300	10639	13787	4151	6488	0	1336
PF3D7_1436200	13054	11372	7429	5625	0	1558
PF3D7_0606700	8731	15695	3229	5502	0	471
PF3D7_0204500	7277	17149	2705	4572	0	139
PF3D7_0212600	3588	20838	921	2666	1	62
PF3D7_1005300	6110	18316	2247	3861	2	182
PF3D7_0624600	14890	9536	10416	4467	7	688
PF3D7_1146700	6398	18028	2161	4237	0	478
PF3D7_1365400	4710	19716	1200	3509	1	274
PF3D7_1142500	1811	22615	737	1074	0	46
PF3D7_1365100	2419	22007	1658	761	0	22
PF3D7_1004400	8671	15755	3691	4970	10	737
PF3D7_1241900	10041	14385	7622	2419	0	261
PF3D7_1420200	7618	16808	2214	5403	1	586
PF3D7_1225800	7362	17064	4673	2687	2	219
PF3D7_1452300	2690	21736	1479	1208	3	132
PF3D7_1414300	2107	22319	1651	456	0	11
PF3D7_0817400	15422	9004	12523	2896	3	265
PF3D7_0304600	19460	4966	16113	3347	0	273
PF3D7_1420900	2472	21954	1437	1035	0	56
PF3D7_1035700	18634	5792	13298	3834	1502	474
PF3D7_1136300	7947	16479	2248	5699	0	518
PF3D7_0419100	1718	22708	543	1174	1	84
PF3D7_1126700	10070	14356	5262	4806	2	259
PF3D7_1124700	6010	18416	2991	2973	46	129
PF3D7_1230400	1270	23156	792	478	0	15
PF3D7_1210100	1134	23292	209	924	1	48
PF3D7_0202900	2504	21922	1120	1383	1	106
PF3D7_0728600	19832	4594	16041	3791	0	868
PF3D7_1143700	6998	17428	1278	5720	0	572
PF3D7_1357800	3843	20583	3053	790	0	56
PF3D7_0816300	8586	15840	3482	5102	2	469
PF3D7_1323800	11275	13151	5114	6148	13	734
PF3D7_1431000	1164	23262	372	792	0	46
PF3D7_0932800	11163	13263	6730	4433	0	332
PF3D7_1352300	7884	16542	1682	6202	0	384
PF3D7_0217300	1075	23351	757	318	0	9
PF3D7_1467300	7110	17316	4007	3102	1	201
PF3D7_0306300	1777	22649	1365	411	1	35
PF3D7_1454600	3697	20729	3088	609	0	54
PF3D7_1024400	2515	21911	439	2076	0	263
PF3D7_1445600	7179	17247	2533	4646	0	409
PF3D7_1475100	8607	15819	2711	5896	0	1251
PF3D7_1361800	15985	8441	13068	2917	0	523
PF3D7_0828900	1913	22513	1247	663	3	51
PF3D7_1211800	23206	1220	23196	10	0	1
PF3D7_0905900	5785	18641	3034	2748	3	278
PF3D7_0109850	6492	17934	2576	3915	1	263
PF3D7_1027800	3129	21297	2674	455	0	17
PF3D7_1205800	19911	4515	16554	3357	0	1370
PF3D7_1103100	1117	23309	906	211	0	12
PF3D7_0309800	1842	22584	770	1072	0	66
PF3D7_1448600	2764	21662	892	1872	0	108
PF3D7_1369300	3718	20708	1044	2657	17	328
PF3D7_0902100	6803	17623	2656	3414	733	193
PF3D7_1017000	8378	16048	6275	2103	0	90
PF3D7_0102200	23741	685	22018	1723	0	116
PF3D7_1302500	12997	11429	7660	5312	25	1249
PF3D7_1358400	2111	22315	1476	635	0	26
PF3D7_0406500	24192	234	23942	249	1	113
PF3D7_1359400	3470	20956	1003	2467	0	99
PF3D7_0418400	4560	19866	1462	3098	0	30
PF3D7_1112000	785	23641	609	176	0	15
PF3D7_1441900	858	23568	479	379	0	12
PF3D7_0934300	777	23649	252	447	78	34
PF3D7_1419600	4675	19751	2951	1723	1	189
PF3D7_1212900	6285	18141	1368	4916	1	430
PF3D7_1418300	1080	23346	259	821	0	44
PF3D7_1328900	4474	19952	1351	3106	17	70
PF3D7_0423500	1590	22836	665	922	3	32
PF3D7_1356100	7360	17066	2521	4838	1	587
PF3D7_0936200	4905	19521	795	4110	0	81
PF3D7_1452700	3767	20659	752	3007	8	157
PF3D7_0817700	13412	11014	7990	5422	0	377
PF3D7_0113300	20669	3757	18175	2494	0	735
PF3D7_1326500	12397	12029	6662	5735	0	1001
PF3D7_0304100	6183	18243	1801	4381	1	219
PF3D7_1329100	12453	11973	7978	4472	3	806
PF3D7_1349000	5763	18663	3627	2136	0	138
PF3D7_1113900	4964	19462	2350	2614	0	74
PF3D7_0412100	3873	20553	936	2937	0	125
PF3D7_0532200	6305	18121	524	5779	2	220
PF3D7_0606400	4133	20293	2376	1757	0	25
PF3D7_1421000	3876	20550	1132	2742	2	70
PF3D7_1212500	4633	19793	848	3785	0	72
PF3D7_0925800	17398	7028	15090	2308	0	568
PF3D7_0628700	5018	19408	930	4088	0	226
PF3D7_1410800	635	23791	356	279	0	24
PF3D7_0212800	11844	12582	7310	4534	0	678
PF3D7_0417400	23298	1128	22094	1204	0	718
PF3D7_1403800	12153	12273	4382	7768	3	1183
PF3D7_1365900	1646	22780	1250	396	0	3
PF3D7_1322000	8315	16111	3318	4996	1	376
PF3D7_1449900	2726	21700	241	2485	0	240
PF3D7_1436800	956	23470	280	673	3	53
PF3D7_1212200	4075	20351	846	3229	0	423
PF3D7_1342200	11912	12514	5485	6385	42	919
PF3D7_0411300	6710	17716	3231	3479	0	386
PF3D7_1430900	1213	23213	503	710	0	29
PF3D7_1111200	6005	18421	3178	2827	0	350
PF3D7_1460300	1153	23273	603	550	0	16
PF3D7_1145500	8267	16159	3233	5034	0	463
PF3D7_1030400	8419	16007	4344	4075	0	145
PF3D7_0935800	11253	13173	6010	5243	0	688
PF3D7_0519300	16434	7992	11575	4859	0	303
PF3D7_0211700	21295	3131	18309	2986	0	1259
PF3D7_0716500	4673	19753	2737	1934	2	166
PF3D7_1142400	1662	22764	685	976	1	57
PF3D7_0110200	2124	22302	1637	487	0	27
PF3D7_1440300	2811	21615	814	1996	1	168
PF3D7_0910100	8060	16366	5053	3007	0	137
PF3D7_1432100	2769	21657	734	2034	1	62
PF3D7_1220700	4752	19674	1767	2985	0	327
PF3D7_0108600	3091	21335	1455	1636	0	165
PF3D7_1315500	2780	21646	1163	1617	0	58
PF3D7_0603100	9831	14595	7658	2173	0	149
PF3D7_1448700	5030	19396	1057	3972	1	262
PF3D7_0403200	16578	7848	14484	2094	0	227
PF3D7_1436000	8782	15644	2438	6336	8	135
PF3D7_1319500	187	24239	24	163	0	26
PF3D7_0110900	628	23798	120	508	0	62
PF3D7_0104200	6657	17769	1165	5492	0	245
PF3D7_1104500	5275	19151	1715	3559	1	318
PF3D7_0213500	3119	21307	1260	1859	0	199
PF3D7_1010900	3259	21167	1199	2027	33	173
PF3D7_1020800	3534	20892	1922	1612	0	203
PF3D7_0504100	1510	22916	1080	429	1	44
PF3D7_1304600	9874	14552	4471	5403	0	1042
PF3D7_0521700	6157	18269	4559	1597	1	263
PF3D7_1034800	8618	15808	2233	6379	6	190
PF3D7_1437100	1610	22816	308	1294	8	92
PF3D7_0424000	6410	18016	2405	3988	17	301
PF3D7_0530300	8979	15447	2233	6746	0	1082
PF3D7_0206200	3179	21247	1443	1736	0	63
PF3D7_0829400	2762	21664	575	2187	0	184
PF3D7_1104400	6036	18390	3982	2054	0	67
PF3D7_0213400	4552	19874	1953	2598	1	99
PF3D7_1204900	4025	20401	1980	2045	0	72
PF3D7_0815300	14424	10002	10200	4224	0	417
PF3D7_1125700	9995	14431	4934	5060	1	304
PF3D7_0926500	13675	10751	7751	5924	0	978
PF3D7_1313200	5682	18744	2400	3282	0	319
PF3D7_1364000	3517	20909	687	2830	0	235
PF3D7_1205200	1398	23028	300	1097	1	124
PF3D7_0729300	6808	17618	3162	3645	1	383
PF3D7_0933900	2737	21689	1327	1410	0	122
PF3D7_0611100	572	23854	426	127	19	6
PF3D7_1301700	2635	21791	1957	678	0	39
PF3D7_0410300	13590	10836	9345	4245	0	379
PF3D7_0610700	1806	22620	1673	133	0	19
PF3D7_1334000	3018	21408	1092	1926	0	136
PF3D7_0613400	2080	22346	1645	435	0	39
PF3D7_1237400	7148	17278	1647	5501	0	296
PF3D7_1116100	10488	13938	5536	4952	0	906
PF3D7_0727900	9693	14733	3914	5778	1	1477
PF3D7_1439100	12536	11890	8860	3676	0	782
PF3D7_1028900	1888	22538	235	1649	4	159
PF3D7_1022200	5321	19105	819	4501	1	162
PF3D7_0419000	7003	17423	3053	3942	8	185
PF3D7_1404900	1613	22813	489	1124	0	73
PF3D7_1010200	11571	12855	7316	4255	0	1261
PF3D7_0831400	7738	16688	2259	5472	7	394
PF3D7_0928100	9286	15140	4156	5130	0	255
PF3D7_0919400	2550	21876	1205	1345	0	159
PF3D7_1010000	1976	22450	1508	467	1	24
PF3D7_0315900	2304	22122	841	1463	0	34
PF3D7_1473400	5520	18906	1402	4118	0	582
PF3D7_0625500	2772	21654	1064	1708	0	109
PF3D7_1112400	2003	22423	613	1390	0	37
PF3D7_1241200	19580	4846	15469	4111	0	517
PF3D7_1471500	3023	21403	1619	1404	0	89
PF3D7_0931900	1466	22960	757	707	2	64
PF3D7_1328500	10046	14380	5904	4141	1	437
PF3D7_1416100	7229	17197	3445	3782	2	356
PF3D7_0708900	1955	22471	735	1219	1	109
PF3D7_0308100	18170	6256	13384	4786	0	2618
PF3D7_1462700	2320	22106	1657	662	1	53
PF3D7_1222900	4374	20052	2294	2080	0	181
PF3D7_1116700	7499	16927	3273	4225	1	237
PF3D7_1433100	7348	17078	2539	4809	0	460
PF3D7_0705600	6249	18177	2409	3840	0	602
PF3D7_1368900	3898	20528	2370	1516	12	212
PF3D7_0405900	8994	15432	1752	7240	2	399
PF3D7_1020300	5612	18814	2850	2762	0	219
PF3D7_1358900	2950	21476	2231	719	0	75
PF3D7_0412000	17176	7250	13349	3827	0	642
PF3D7_0319400	19137	5289	17055	2082	0	322
PF3D7_1472100	2560	21866	1336	1224	0	109
PF3D7_0510700	4780	19646	3732	1048	0	112
PF3D7_1020900	1451	22975	1166	285	0	2
PF3D7_1437800	926	23500	449	477	0	39
PF3D7_0603400	10345	14081	5586	4759	0	900
PF3D7_1338300	4092	20334	1543	2548	1	203
PF3D7_1029100	17224	7202	12354	4869	1	843
PF3D7_1410500	1511	22915	169	1342	0	58
PF3D7_1006600	3068	21358	2805	263	0	22
PF3D7_1476600	10474	13952	4712	5475	287	1291
PF3D7_1413500	2268	22158	622	1646	0	98
PF3D7_1228000	1148	23278	108	1040	0	38
PF3D7_1474700	4580	19846	833	3747	0	536
PF3D7_0910700	8857	15569	4067	4790	0	201
PF3D7_0309200	21833	2593	19172	2661	0	916
PF3D7_1107200	7291	17135	2484	4806	1	463
PF3D7_0211600	4148	20278	1644	2504	0	34
PF3D7_1313900	2294	22132	842	1397	55	152
PF3D7_1143000	2959	21467	1504	1455	0	140
PF3D7_1136700	5041	19385	1338	3702	1	135
PF3D7_0813800	5179	19247	3328	1851	0	38
PF3D7_0104800	2780	21646	579	2196	5	133
PF3D7_1477400	3045	21381	896	2149	0	120
PF3D7_0830600	6105	18321	1126	4979	0	291
PF3D7_0934500	1542	22884	1092	450	0	49
PF3D7_1018900	13690	10736	4883	8798	9	296
PF3D7_1223200	3511	20915	2058	1453	0	65
PF3D7_1224400	5184	19242	1934	3250	0	193
PF3D7_1363200	4247	20179	2064	2178	5	171
PF3D7_1227000	3180	21246	1501	1679	0	55
PF3D7_0321900	9227	15199	2801	6426	0	746
PF3D7_0910400	7816	16610	2712	5103	1	703
PF3D7_1423200	8827	15599	5094	3733	0	188
PF3D7_1468400	7825	16601	3131	4694	0	719
PF3D7_1232500	14941	9485	10268	4673	0	410
PF3D7_1233000	4559	19867	3285	1273	1	123
PF3D7_1362800	10875	13551	5896	4979	0	1307
PF3D7_1007100	981	23445	659	322	0	35
PF3D7_0408900	5832	18594	1873	3958	1	293
PF3D7_1145100	6505	17921	3125	3380	0	334
PF3D7_1106300	9511	14915	6177	3331	3	244
PF3D7_0221200	13804	10622	2981	5536	5287	94
PF3D7_1306700	3576	20850	928	2642	6	236
PF3D7_1221400	8159	16267	2985	5172	2	228
PF3D7_1367800	18323	6103	16027	2296	0	461
PF3D7_0831100	23138	1288	21401	1661	76	424
PF3D7_0105700	16637	7789	11864	4754	19	1628
PF3D7_1023800	9436	14990	4743	4690	3	496
PF3D7_1302600	5832	18594	554	5277	1	245
PF3D7_1434000	4426	20000	2037	2389	0	106
PF3D7_0823800	7379	17047	2470	4909	0	351
PF3D7_1105200	4116	20310	1165	2896	55	237
PF3D7_0206700	6552	17874	2147	4405	0	102
PF3D7_0210300	3125	21301	1825	1300	0	44
PF3D7_0722600	15724	8702	3250	12470	4	114
PF3D7_0723500	1588	22838	131	1456	1	53
PF3D7_0526700	9913	14513	4570	5343	0	610
PF3D7_1363500	12168	12258	1598	6241	4329	861
PF3D7_0107900	1433	22993	398	1035	0	96
PF3D7_0520300	2116	22310	1591	524	1	17
PF3D7_0212900	1569	22857	1115	452	2	36
PF3D7_0907100	18107	6319	5413	12675	19	831
PF3D7_1472000	2050	22376	1365	681	4	58
PF3D7_1354200	6966	17460	1996	4970	0	451
PF3D7_1247500	19189	5237	14998	4191	0	755
PF3D7_0916100	2012	22414	1088	923	1	77
PF3D7_1132400	15197	9229	10791	4404	2	829
PF3D7_0709600	11681	12745	5171	6509	1	1014
PF3D7_0109100	7245	17181	5267	1978	0	221
PF3D7_0825300	640	23786	106	532	2	40
PF3D7_0523700	8829	15597	3548	5281	0	901
PF3D7_0819600	2971	21455	693	2276	2	100
PF3D7_0508500	20068	4358	15675	4393	0	682
PF3D7_0609400	2554	21872	1266	1288	0	142
PF3D7_1332400	7688	16738	3403	4285	0	466
PF3D7_0628900	8248	16178	2714	5534	0	498
PF3D7_1463000	721	23705	235	485	1	28
PF3D7_0718800	4351	20075	2956	1395	0	22
PF3D7_1410200	6551	17875	3476	3075	0	240
PF3D7_1012800	11497	12929	9179	2318	0	249
PF3D7_1459400	1718	22708	673	1045	0	101
PF3D7_0831200	12943	11483	7641	5296	6	737
PF3D7_1367700	13495	10931	9998	3497	0	698
PF3D7_1014200	9298	15128	6043	3254	1	180
PF3D7_1339300	1487	22939	298	1189	0	50
PF3D7_1466900	18238	6188	15834	2404	0	686
PF3D7_1356900	3793	20633	2977	816	0	16
PF3D7_0528100	11302	13124	7726	3576	0	118
PF3D7_1444900	1098	23328	271	827	0	91
PF3D7_0729900	15442	8984	11805	3637	0	702
PF3D7_1332500	4394	20032	878	3515	1	35
PF3D7_0407500	1258	23168	336	922	0	59
PF3D7_1469500	8881	15545	2264	6617	0	524
PF3D7_1455500	9160	15266	3420	5740	0	415
PF3D7_0817500	1979	22447	1487	491	1	31
PF3D7_0930500	10803	13623	5211	5588	4	814
PF3D7_1306600	5742	18684	1187	4555	0	69
PF3D7_1005100	8587	15839	2152	6422	13	818
PF3D7_0209200	1991	22435	1340	650	1	91
PF3D7_1340400	5858	18568	397	5431	30	355
PF3D7_1200800	5145	19281	1655	3490	0	198
PF3D7_0323600	7243	17183	2538	4705	0	148
PF3D7_0402900	5570	18856	1825	3743	2	78
PF3D7_0708100	593	23833	85	508	0	6
PF3D7_0909800	2568	21858	2107	461	0	18
PF3D7_0411400	15045	9381	9305	5739	1	698
PF3D7_0424700	23437	989	22701	736	0	98
PF3D7_1478000	6511	17915	699	5809	3	242
PF3D7_1343600	5195	19231	3169	2026	0	345
PF3D7_0215900	3396	21030	1720	1675	1	103
PF3D7_0820300	8137	16289	1508	6629	0	1103
PF3D7_0207500	11560	12866	8117	3443	0	411
PF3D7_1037300	1724	22702	677	1047	0	13
PF3D7_1104100	4508	19918	2874	1634	0	99
PF3D7_0728700	4341	20085	690	3650	1	323
PF3D7_1475700	4103	20323	2569	1533	1	72
PF3D7_1340300	11657	12769	6220	5437	0	412
PF3D7_0807100	11700	12726	4163	7537	0	774
PF3D7_0425200	18829	5597	9835	8993	1	269
PF3D7_0906000	10725	13701	5177	5548	0	1160
PF3D7_1209900	4761	19665	1541	3219	1	331
PF3D7_0928900	941	23485	402	539	0	19
PF3D7_0523800	9830	14596	3650	6180	0	234
PF3D7_1411000	15001	9425	5050	9951	0	946
PF3D7_0515600	11067	13359	6925	4142	0	436
PF3D7_1363100	8491	15935	4102	4388	1	554
PF3D7_0203600	6323	18103	533	5790	0	308
PF3D7_1318500	5803	18623	2634	3169	0	84
PF3D7_1231800	15614	8812	10641	4972	1	1090
PF3D7_0613200	602	23824	189	413	0	13
PF3D7_0921500	2297	22129	294	2003	0	196
PF3D7_1130200	3240	21186	2820	420	0	53
PF3D7_0518100	10310	14116	4558	5752	0	865
PF3D7_0417100	2549	21877	1146	1403	0	23
PF3D7_0106900	6240	18186	1781	4459	0	370
PF3D7_0722000	1640	22786	505	1135	0	147
PF3D7_1022300	1475	22951	964	511	0	36
PF3D7_0821700	1219	23207	795	424	0	18
PF3D7_1441800	1789	22637	929	860	0	72
PF3D7_0417600	15245	9181	12083	3161	1	233
PF3D7_1139900	1899	22527	1095	802	2	92
PF3D7_1008500	20094	4332	16978	3116	0	612
PF3D7_0420400	6837	17589	459	6378	0	136
PF3D7_1225400	1616	22810	404	1212	0	106
PF3D7_0719700	2023	22403	1787	236	0	7
PF3D7_1323700	1204	23222	619	585	0	17
PF3D7_1239500	8150	16276	3933	4216	1	420
PF3D7_0214400	4859	19567	992	3867	0	336
PF3D7_1026200	12320	12106	8654	3655	11	243
PF3D7_1338000	7138	17288	5955	1183	0	85
PF3D7_1120300	5887	18539	1997	3889	1	154
PF3D7_1031100	1178	23248	435	742	1	125
PF3D7_0801900	23734	692	23070	653	11	500
PF3D7_0520000	1921	22505	1482	439	0	9
PF3D7_1013700	1144	23282	397	747	0	103
PF3D7_1001800	2296	22130	198	2098	0	79
PF3D7_1241500	2220	22206	393	1824	3	229
PF3D7_0906700	3749	20677	232	3516	1	483
PF3D7_1026500	483	23943	260	223	0	19
PF3D7_1423500	22413	2013	20895	1517	1	361
PF3D7_1476000	2184	22242	1034	1145	5	30
PF3D7_0816800	4456	19970	3551	905	0	39
PF3D7_1144000	914	23512	741	173	0	6
PF3D7_1013000	4897	19529	2496	2399	2	266
PF3D7_0625400	4615	19811	121	4494	0	165
