gene_id	c_exc_s	c_inc_s	c_missing	c_het_calls	c_stop_codon	c_unq_h
PVP01_0521000	210	1056	34	175	0	15
PVP01_1400800	464	802	300	161	2	24
PVP01_1243300	47	1219	6	40	0	11
PVP01_1122600	129	1137	78	50	0	20
PVP01_0813300	326	940	35	290	0	54
PVP01_0908800	574	692	245	328	0	56
PVP01_1234000	194	1072	15	178	0	21
PVP01_1238800	413	853	80	332	0	193
PVP01_0414700	600	666	244	355	0	202
PVP01_1408600	298	968	31	266	0	71
PVP01_0621600	274	992	20	253	0	36
PVP01_1270500	325	941	143	181	0	48
PVP01_0830200	124	1142	7	116	0	9
PVP01_1011200	101	1165	10	90	0	12
PVP01_0309200	241	1025	11	229	0	29
PVP01_0922500	83	1183	24	58	0	16
PVP01_1326800	259	1007	26	232	0	30
PVP01_0714000	121	1145	8	112	0	18
PVP01_1421800	210	1056	19	190	0	45
PVP01_0212800	303	963	37	265	0	53
PVP01_1125300	210	1056	28	181	0	18
PVP01_1225000	1037	229	898	138	0	157
PVP01_1346700	303	963	25	277	0	60
PVP01_1343900	253	1013	11	241	0	15
PVP01_1248400	295	971	43	251	0	110
PVP01_0503400	209	1057	21	187	0	22
PVP01_0118200	843	423	636	206	0	149
PVP01_0714400	751	515	485	266	0	71
PVP01_1444500	88	1178	8	79	0	8
PVP01_0203400	291	975	47	243	0	27
PVP01_0316300	28	1238	9	18	0	4
PVP01_1016500	426	840	130	295	0	36
PVP01_1462800	205	1061	19	185	0	12
PVP01_1449600	376	890	57	318	0	165
PVP01_0923000	256	1010	32	223	0	35
PVP01_0922100	139	1127	16	122	0	17
PVP01_1302100	21	1245	9	11	0	7
PVP01_0908400	629	637	298	331	0	125
PVP01_0104100	432	834	83	348	0	339
PVP01_1103600	168	1098	11	156	0	13
PVP01_1463700	352	914	47	300	4	113
PVP01_1224200	65	1201	14	50	0	18
PVP01_0711300	100	1166	3	96	0	5
PVP01_1117500	198	1068	33	164	0	35
PVP01_1335400	171	1095	9	161	0	16
PVP01_1264300	602	664	282	319	0	201
PVP01_0910700	8	1258	1	6	0	3
PVP01_1204600	12	1254	1	10	0	2
PVP01_0319300	50	1216	14	34	1	8
PVP01_1315000	965	301	643	321	0	222
PVP01_1407000	143	1123	10	132	0	12
PVP01_0416200	324	942	154	169	0	26
PVP01_1409400	1050	216	932	117	0	152
PVP01_1457900	1096	170	976	119	0	107
PVP01_0803300	64	1202	0	63	0	1
PVP01_0305500	214	1052	9	204	0	7
PVP01_0706300	107	1159	20	86	0	5
PVP01_1030700	341	925	83	257	0	40
PVP01_1218900	368	898	119	248	0	120
PVP01_0815400	117	1149	6	110	0	24
PVP01_0530800	30	1236	16	13	0	1
PVP01_0943500	70	1196	4	65	0	17
PVP01_0831400	115	1151	12	102	0	5
PVP01_1249800	291	975	38	252	0	95
PVP01_1319700	174	1092	11	162	0	17
PVP01_1206900	384	882	46	337	0	177
PVP01_0937000	141	1125	17	123	0	40
PVP01_1446900	974	292	910	63	0	129
PVP01_1434600	126	1140	16	109	0	24
PVP01_1032800	151	1115	15	135	0	34
PVP01_0205000	339	927	218	120	0	12
PVP01_0734200	228	1038	31	196	0	33
PVP01_0520000	101	1165	20	80	0	7
PVP01_0947700	26	1240	8	17	0	5
PVP01_0724000	140	1126	12	127	0	8
PVP01_1309600	269	997	25	211	32	49
PVP01_1334200	461	805	209	251	0	160
PVP01_0618300	427	839	167	259	0	64
PVP01_1338200	415	851	150	264	0	9
PVP01_1433700	116	1150	4	111	0	5
PVP01_1327100	102	1164	6	95	0	15
PVP01_0204800	157	1109	20	136	0	8
PVP01_0913100	333	933	49	283	0	99
PVP01_1143000	221	1045	92	128	0	7
PVP01_1108900	244	1022	19	224	0	77
PVP01_1144800	445	821	134	310	0	226
PVP01_1220600	689	577	538	151	0	96
PVP01_0206800	419	847	94	324	0	156
PVP01_0731400	385	881	87	297	0	78
PVP01_1108100	7	1259	0	6	0	2
PVP01_0726400	91	1175	9	81	0	4
PVP01_1012600	309	957	73	235	0	115
PVP01_0212500	33	1233	4	28	0	5
PVP01_1234700	102	1164	8	93	0	7
PVP01_0717200	98	1168	18	79	0	27
PVP01_1442200	162	1104	18	143	0	37
PVP01_1119300	22	1244	6	15	0	3
PVP01_1020000	169	1097	53	115	0	16
PVP01_1227300	91	1175	16	74	0	16
PVP01_0504200	322	944	22	298	1	60
PVP01_0732500	312	954	39	272	0	36
PVP01_1440500	208	1058	26	181	0	17
PVP01_0320600	421	845	101	319	0	168
PVP01_0943100	294	972	12	281	0	30
PVP01_0306800	49	1217	8	40	0	11
PVP01_0107600	189	1077	33	155	0	35
PVP01_0513500	730	536	285	444	0	136
PVP01_1248500	122	1144	9	112	0	5
PVP01_0732000	504	762	231	272	0	84
PVP01_0806900	168	1098	20	147	0	29
PVP01_1261200	318	948	32	285	0	88
PVP01_1022700	445	821	154	290	0	90
PVP01_1263400	324	942	56	267	0	100
PVP01_1123600	145	1121	21	123	0	22
PVP01_1021900	37	1229	7	29	0	10
PVP01_0318300	299	967	44	254	0	41
PVP01_1435100	78	1188	2	75	0	7
PVP01_1120700	204	1062	18	185	0	28
PVP01_1419900	332	934	114	217	0	67
PVP01_0602000	114	1152	14	99	0	10
PVP01_0423100	236	1030	71	164	0	37
PVP01_1262400	79	1187	4	74	0	10
PVP01_0816700	177	1089	19	157	0	6
PVP01_0311800	372	894	147	224	0	66
PVP01_1223300	15	1251	4	10	0	2
PVP01_1470000	291	975	35	255	0	49
PVP01_0606700	687	579	561	125	0	43
PVP01_0811100	33	1233	6	26	0	5
PVP01_0801600	1256	10	1240	16	0	6
PVP01_1266300	938	328	635	302	0	23
PVP01_0608000	295	971	25	269	0	53
PVP01_0531300	219	1047	15	203	0	27
PVP01_1004800	289	977	27	261	0	31
PVP01_0529900	299	967	106	192	0	21
PVP01_0948200	126	1140	25	100	0	9
PVP01_0817100	431	835	110	320	0	79
PVP01_0413500	231	1035	31	199	0	64
PVP01_0832100	411	855	84	326	0	173
PVP01_1242700	272	994	27	244	0	66
PVP01_1235800	207	1059	34	172	0	29
PVP01_1226000	177	1089	59	117	0	35
PVP01_1021100	352	914	61	290	0	133
PVP01_0703600	307	959	28	278	0	92
PVP01_0524000	200	1066	22	176	1	15
PVP01_1029000	933	333	781	151	0	176
PVP01_0920500	1099	167	986	112	0	114
PVP01_0802700	84	1182	7	76	0	7
PVP01_0519000	449	817	201	247	0	96
PVP01_0705200	205	1061	15	189	0	32
PVP01_1209300	147	1119	9	137	0	10
PVP01_0706700	552	714	270	282	0	171
PVP01_0514800	127	1139	18	108	0	12
PVP01_0717600	64	1202	12	51	0	10
PVP01_1266900	470	796	248	221	0	66
PVP01_1346100	277	989	24	252	0	33
PVP01_1250700	165	1101	44	120	0	41
PVP01_0116900	244	1022	84	159	0	10
PVP01_0307300	84	1182	6	77	0	7
PVP01_1415400	48	1218	11	36	0	7
PVP01_1308900	63	1203	4	58	0	8
PVP01_1308500	277	989	24	252	0	42
PVP01_0210800	304	962	37	266	0	110
PVP01_1461300	694	572	407	286	0	86
PVP01_0215000	292	974	31	260	0	56
PVP01_0813600	320	946	35	284	0	66
PVP01_1450900	732	534	495	230	6	50
PVP01_1266500	164	1102	22	140	1	14
PVP01_1251600	211	1055	23	187	0	31
PVP01_0104500	977	289	805	171	0	111
PVP01_0801800	1173	93	1138	35	0	43
PVP01_0109000	38	1228	3	34	0	7
PVP01_0821400	274	992	189	84	0	14
PVP01_0707500	316	950	55	260	0	77
PVP01_0734100	896	370	826	69	0	148
PVP01_1255300	116	1150	9	106	0	3
PVP01_0729400	431	835	102	328	0	269
PVP01_0205700	40	1226	19	20	0	9
PVP01_1259400	9	1257	3	5	0	8
PVP01_1439800	298	968	38	259	0	55
PVP01_1329900	665	601	373	291	0	76
PVP01_0405700	111	1155	7	103	0	9
PVP01_0820600	11	1255	6	4	0	3
PVP01_1030500	43	1223	10	32	0	1
PVP01_0923600	518	748	157	360	0	268
PVP01_0802500	623	643	404	217	1	196
PVP01_1261500	18	1248	7	10	0	5
PVP01_0822200	282	984	37	244	0	35
PVP01_1418800	298	968	70	227	0	46
PVP01_1239500	208	1058	25	182	0	20
PVP01_0925000	85	1181	12	72	0	3
PVP01_0509000	32	1234	4	27	0	7
PVP01_0408900	412	854	111	300	0	127
PVP01_1110200	365	901	47	317	0	107
PVP01_1334700	210	1056	83	126	0	14
PVP01_0606300	919	347	778	140	0	215
PVP01_1115300	79	1187	8	70	0	6
PVP01_0103500	38	1228	2	35	0	7
PVP01_1326000	143	1123	99	43	0	15
PVP01_0937200	368	898	92	275	0	65
PVP01_1263200	167	1099	7	159	0	11
PVP01_0705300	77	1189	3	73	0	7
PVP01_1439300	336	930	67	268	0	79
PVP01_0114800	476	790	173	302	0	123
PVP01_0907200	47	1219	3	43	0	9
PVP01_1438800	259	1007	24	234	0	32
PVP01_0528200	113	1153	31	81	0	9
PVP01_0916300	124	1142	11	112	0	15
PVP01_0705000	195	1071	23	171	0	14
PVP01_0106500	181	1085	131	49	0	18
PVP01_0209900	300	966	48	251	0	32
PVP01_0611200	273	993	23	249	0	42
PVP01_0806700	258	1008	117	140	0	17
PVP01_1229000	254	1012	213	40	0	3
PVP01_0519900	27	1239	3	23	0	3
PVP01_1242200	318	948	50	267	0	44
PVP01_0214500	195	1071	13	181	0	26
PVP01_0408000	533	733	231	301	0	125
PVP01_0942400	1259	7	11	131	1116	1
PVP01_0904700	27	1239	3	23	0	9
PVP01_1316400	413	853	143	269	0	76
PVP01_1258900	145	1121	15	129	0	22
PVP01_1307900	306	960	57	248	0	56
PVP01_1270300	642	624	346	295	0	349
PVP01_1318400	221	1045	10	210	0	9
PVP01_1213900	261	1005	25	235	0	22
PVP01_1305700	318	948	37	280	0	69
PVP01_0210100	363	903	51	311	0	123
PVP01_1020400	29	1237	6	22	0	4
PVP01_0409300	217	1049	33	183	0	13
PVP01_1460500	142	1124	13	128	0	24
PVP01_0835100	639	627	359	279	0	280
PVP01_0936700	193	1073	8	184	0	9
PVP01_0211000	205	1061	23	181	0	45
PVP01_0944900	119	1147	13	105	0	28
PVP01_0947900	398	868	77	320	0	142
PVP01_0917700	440	826	161	278	0	29
PVP01_1114600	7	1259	1	5	0	1
PVP01_0908500	184	1082	24	159	0	45
PVP01_1253700	2	1264	1	0	0	1
PVP01_1109900	119	1147	9	109	0	4
PVP01_0406800	390	876	92	297	0	156
PVP01_0824600	43	1223	5	37	0	7
PVP01_1317600	255	1011	43	211	0	27
PVP01_1111300	309	957	47	261	0	49
PVP01_1409900	350	916	40	309	0	97
PVP01_1247100	115	1151	20	94	0	6
PVP01_0926600	64	1202	3	60	0	5
PVP01_1255800	376	890	60	315	0	155
PVP01_0731300	250	1016	36	213	0	26
PVP01_1107700	288	978	26	261	0	39
PVP01_1404300	571	695	427	143	0	208
PVP01_1125000	23	1243	8	14	0	2
PVP01_1337600	193	1073	23	169	0	33
PVP01_1007300	260	1006	44	215	0	69
PVP01_0912300	7	1259	2	4	0	2
PVP01_1230700	201	1065	18	182	0	20
PVP01_0613200	393	873	114	278	0	72
PVP01_1326500	255	1011	22	232	0	19
PVP01_0703800	245	1021	33	211	0	37
PVP01_0622200	357	909	46	310	0	52
PVP01_1404400	354	912	39	314	0	125
PVP01_1125600	126	1140	5	120	0	9
PVP01_0312900	236	1030	23	212	0	33
PVP01_0909000	27	1239	6	20	0	8
PVP01_1315200	181	1085	12	168	0	9
PVP01_0511900	244	1022	18	225	0	31
PVP01_0834700	644	622	447	196	0	362
PVP01_1235300	44	1222	12	31	0	13
PVP01_1429200	170	1096	10	159	0	7
PVP01_0204400	107	1159	10	96	0	5
PVP01_1235500	273	993	26	246	0	69
PVP01_0801700	250	1016	12	237	0	22
PVP01_0210000	176	1090	15	160	0	34
PVP01_0308200	198	1068	18	179	0	37
PVP01_1437800	680	586	265	414	0	182
PVP01_1414200	26	1240	13	12	0	8
PVP01_1438100	165	1101	4	160	0	7
PVP01_0807600	62	1204	10	51	0	9
PVP01_1469300	11	1255	7	3	0	2
PVP01_0525200	406	860	186	219	0	33
PVP01_0810800	22	1244	4	17	0	2
PVP01_1413500	8	1258	2	5	0	2
PVP01_1240000	307	959	81	225	0	68
PVP01_0114400	184	1082	35	148	0	36
PVP01_1310100	122	1144	23	98	0	19
PVP01_0117000	386	880	94	291	0	41
PVP01_0824800	737	529	470	266	0	186
PVP01_1237800	313	953	89	223	0	14
PVP01_0313300	173	1093	16	156	0	7
PVP01_0414400	295	971	33	261	0	80
PVP01_0806000	31	1235	3	27	0	11
PVP01_1115100	512	754	142	369	0	268
PVP01_1444700	407	859	122	284	0	107
PVP01_0728100	150	1116	9	140	0	13
PVP01_1468100	185	1081	23	161	0	14
PVP01_1241900	102	1164	10	91	0	16
PVP01_1322700	361	905	118	242	0	79
PVP01_1455300	798	468	561	236	0	82
PVP01_1342600	836	430	667	168	0	102
PVP01_0923200	426	840	126	299	0	130
PVP01_0524700	184	1082	12	171	0	33
PVP01_0810100	42	1224	10	31	0	3
PVP01_1326300	457	809	135	321	0	69
PVP01_0507100	427	839	186	240	0	118
PVP01_1109800	116	1150	6	109	0	4
PVP01_0620600	296	970	65	230	0	60
PVP01_1424500	71	1195	12	58	0	9
PVP01_1431200	245	1021	26	218	0	51
PVP01_0215300	11	1255	2	8	0	2
PVP01_0505400	472	794	169	302	0	168
PVP01_0831000	567	699	291	275	0	162
PVP01_1450000	1122	144	992	129	0	108
PVP01_1252300	88	1178	7	80	0	8
PVP01_1145400	353	913	225	127	0	11
PVP01_0708200	542	724	262	279	0	76
PVP01_1141900	236	1030	73	162	0	21
PVP01_1319400	207	1059	27	179	0	27
PVP01_1201400	86	1180	8	77	0	16
PVP01_1212300	47	1219	14	32	0	5
PVP01_0907800	84	1182	17	66	0	3
PVP01_0410300	907	359	722	184	0	120
PVP01_1026200	561	705	276	284	0	162
PVP01_1129200	251	1015	22	228	0	55
PVP01_0617400	301	965	51	249	0	72
PVP01_1257000	112	1154	65	46	0	1
PVP01_0313600	321	945	61	259	0	82
PVP01_0718300	484	782	196	287	0	203
PVP01_0806300	25	1241	3	21	0	3
PVP01_0528700	108	1158	17	90	0	13
PVP01_0517600	333	933	63	269	0	53
PVP01_0828100	570	696	270	299	0	131
PVP01_1239900	386	880	74	311	0	147
PVP01_0909200	46	1220	10	35	0	2
PVP01_1034200	297	969	41	255	0	33
PVP01_1402100	251	1015	17	233	0	24
PVP01_0116300	404	862	155	248	0	88
PVP01_1465000	73	1193	10	62	0	5
PVP01_1026600	17	1249	7	9	0	8
PVP01_1019800	704	562	419	284	0	77
PVP01_0608300	854	412	698	155	0	221
PVP01_0515600	980	286	818	161	0	26
PVP01_1453900	402	864	76	325	0	266
PVP01_1456500	822	444	532	289	0	22
PVP01_0802400	228	1038	7	220	0	32
PVP01_0704500	597	669	306	290	0	177
PVP01_0118900	163	1103	23	139	0	24
PVP01_0208000	15	1251	6	8	0	5
PVP01_0817200	9	1257	1	7	0	2
PVP01_0935700	285	981	35	249	0	57
PVP01_1221400	141	1125	26	114	0	4
PVP01_0805300	727	539	568	157	1	52
PVP01_0826700	493	773	343	149	0	59
PVP01_1320000	501	765	174	326	0	283
PVP01_1138100	4	1262	0	3	0	1
PVP01_0708100	265	1001	53	211	0	26
PVP01_1218500	159	1107	14	144	0	9
PVP01_1340000	263	1003	37	225	0	35
PVP01_1459700	304	962	49	254	0	40
PVP01_0317300	34	1232	3	30	0	3
PVP01_0520800	10	1256	6	3	0	4
PVP01_1267800	257	1009	29	227	0	58
PVP01_1242300	473	793	141	318	13	252
PVP01_1110600	17	1249	4	12	0	5
PVP01_1234200	199	1067	20	178	0	16
PVP01_0935500	321	945	84	236	0	61
